177;25/10/2008;1725;2050;JFK;SFO;AA;N322AA;0;;0;;;0;0;20;0;0;157;
178;25/10/2008;1340;2215;SFO;JFK;AA;N338AA;0;;0;;;0;0;172;0;0;160;
180;25/10/2008;1640;55;LAX;JFK;AA;N332AA;0;;0;;;0;0;52;0;0;166;
185;25/10/2008;2045;5;JFK;LAX;AA;N325AA;0;;0;;;0;2;0;0;59;174;
194;27/10/2008;1400;2235;SFO;BOS;AA;N631AA;0;;0;;;10;0;4;0;45;182;
197;25/10/2008;1830;2155;BOS;SFO;AA;N639AA;0;;0;;;0;0;0;0;48;183;
197;26/10/2008;1830;2155;BOS;SFO;AA;N5EEAA;0;;0;;;4;0;0;0;84;184;
201;26/10/2008;625;925;JFK;LAX;AA;N339AA;0;;0;;;0;0;40;0;0;187;
203;26/10/2008;1435;1710;MIA;LAX;AA;N375AA;0;;0;;;147;0;0;0;5;190;
222;27/10/2008;725;1545;LAX;BOS;AA;N377AA;0;;0;;;0;0;15;0;0;197;
244;25/10/2008;845;1635;LAX;MCO;AA;N5EDAA;0;;0;;;17;0;0;0;0;204;
246;25/10/2008;2145;550;KOA;LAX;AA;N5EWAA;0;;0;;;38;0;0;0;6;207;
247;25/10/2008;1450;1600;DFW;LAX;AA;N5EUAA;0;;0;;;50;0;0;0;0;210;
247;27/10/2008;1450;1600;DFW;LAX;AA;N5FBAA;0;;0;;;25;0;0;0;0;212;
252;26/10/2008;1350;2140;LAX;MIA;AA;N388AA;0;;0;;;42;0;0;0;0;217;
257;25/10/2008;1630;1915;JFK;LAS;AA;N612AA;0;;0;;;0;0;23;0;0;225;
257;26/10/2008;1630;1915;JFK;LAS;AA;N5EFAA;0;;0;;;29;0;11;0;0;226;
263;25/10/2008;1425;1655;IAD;LAX;AA;N3BHAA;0;;0;;;25;0;0;0;0;230;
263;26/10/2008;1425;1655;IAD;LAX;AA;N3DLAA;0;;0;;;0;0;22;0;0;231;
264;27/10/2008;1300;2125;LAX;BOS;AA;N5CNAA;0;;0;;;0;0;27;0;0;235;
268;25/10/2008;740;1610;SEA;JFK;AA;N5CUAA;0;;0;;;0;0;71;0;0;239;
269;25/10/2008;1650;2000;JFK;SEA;AA;N5FSAA;0;;0;;;0;24;18;0;180;242;
272;27/10/2008;2320;735;SFO;MIA;AA;N5EHAA;0;;0;;;31;0;0;0;0;250;
280;27/10/2008;900;1655;LAX;MIA;AA;N354AA;0;;0;;;0;0;23;0;0;256;
282;26/10/2008;1540;1915;DFW;MCO;AA;N492AA;0;;0;;;41;0;4;0;0;258;
282;27/10/2008;1540;1915;DFW;MCO;AA;N440AA;0;;0;;;77;0;0;0;0;259;
282;27/10/2008;1035;1445;TUS;DFW;AA;N440AA;0;;0;;;0;0;15;0;0;262;
283;27/10/2008;1520;1755;LAX;HNL;AA;N399AA;0;;0;;;0;0;25;0;0;265;
283;25/10/2008;1115;1340;MIA;LAX;AA;N358AA;0;;0;;;0;0;31;0;0;266;
295;25/10/2008;1500;1718;MIA;ORD;AA;N369AA;0;;0;;;45;0;0;0;0;281;
295;26/10/2008;1500;1718;MIA;ORD;AA;N382AA;0;;0;;;0;0;60;0;0;282;
295;27/10/2008;1500;1718;MIA;ORD;AA;N363AA;0;;0;;;0;0;38;0;0;283;
297;26/10/2008;1840;2120;LAX;HNL;AA;N5ERAA;0;;0;;;90;0;26;0;0;285;
298;26/10/2008;2250;710;HNL;LAX;AA;N5ERAA;0;;0;;;0;0;0;0;78;288;
300;27/10/2008;715;1055;DFW;RDU;AA;N533AA;0;;0;;;27;0;0;0;0;293;
303;25/10/2008;930;1145;ORD;SEA;AA;N5FJAA;0;;0;;;0;0;25;0;0;301;
303;26/10/2008;930;1145;ORD;SEA;AA;N5CPAA;0;;0;;;0;0;20;0;0;302;
303;27/10/2008;930;1145;ORD;SEA;AA;N5BSAA;0;;0;;;0;0;21;0;0;303;
305;26/10/2008;955;1145;ORD;PHX;AA;N465AA;0;;0;;;16;0;0;0;0;311;
309;26/10/2008;1040;1310;ORD;LAX;AA;N5CYAA;0;;0;;;39;0;6;0;0;322;
311;25/10/2008;1100;1255;BOS;STL;AA;N214AA;1;Carrier;0;BOS;;;;;;;324;
311;27/10/2008;1100;1255;BOS;STL;AA;N208AA;0;;0;;;0;0;22;0;0;326;
311;27/10/2008;1645;1800;SNA;SJC;AA;N208AA;1;Carrier;0;;;;;;;;329;
312;25/10/2008;1310;1640;DFW;RSW;AA;N469AA;0;;0;;;74;0;0;0;0;333;
319;25/10/2008;1005;1140;LGA;ORD;AA;N546AA;0;;0;;;70;0;0;0;0;345;
319;25/10/2008;1240;1405;ORD;MCI;AA;N546AA;0;;0;;;0;0;0;0;34;348;
323;27/10/2008;600;750;BNA;DFW;AA;N510AA;0;;0;;;0;0;22;0;0;364;
324;25/10/2008;1710;2205;DFW;JFK;AA;N563AA;0;;0;;;0;0;103;0;0;365;
325;27/10/2008;1855;2100;DCA;DFW;AA;N3AJAA;0;;0;;;0;0;0;0;86;371;
333;27/10/2008;1550;1700;ORD;STL;AA;N4YSAA;0;;0;;;0;7;0;0;11;388;
335;26/10/2008;1430;1605;LGA;ORD;AA;N248AA;0;;0;;;0;0;31;0;0;393;
335;27/10/2008;1430;1605;LGA;ORD;AA;N486AA;0;;0;;;0;0;30;0;0;394;
336;25/10/2008;1325;1930;LAX;ORD;AA;N323AA;0;;0;;;19;0;22;0;0;395;
336;26/10/2008;1325;1930;LAX;ORD;AA;N5BSAA;0;;0;;;0;0;122;0;0;396;
336;27/10/2008;1325;1930;LAX;ORD;AA;N622AA;0;;0;;;0;0;65;0;0;397;
336;26/10/2008;2030;2335;ORD;LGA;AA;N5BSAA;0;;0;;;0;0;0;0;76;398;
336;27/10/2008;2030;2335;ORD;LGA;AA;N622AA;0;;0;;;0;0;0;0;52;399;
337;26/10/2008;1520;1655;LGA;ORD;AA;N434AA;0;;0;;;0;0;47;0;0;401;
337;27/10/2008;1520;1655;LGA;ORD;AA;N4YEAA;0;;0;;;0;0;79;0;3;402;
337;26/10/2008;1800;2025;ORD;PDX;AA;N434AA;0;;0;;;0;0;26;0;13;404;
337;27/10/2008;1800;2025;ORD;PDX;AA;N4YEAA;0;;0;;;0;0;2;0;39;405;
341;26/10/2008;1605;1745;LGA;ORD;AA;N559AA;0;;0;;;0;0;42;0;0;408;
341;27/10/2008;1605;1745;LGA;ORD;AA;N497AA;0;;0;;;0;0;47;0;0;409;
342;27/10/2008;1305;1730;DFW;BDL;AA;N3CNAA;0;;0;;;21;0;0;0;0;412;
343;25/10/2008;715;920;RIC;DFW;AA;N4WYAA;0;;0;;;0;0;23;0;0;413;
343;27/10/2008;715;920;RIC;DFW;AA;N474AA;0;;0;;;0;0;22;0;0;415;
345;25/10/2008;1700;1840;LGA;ORD;AA;N488AA;0;;0;;;0;0;128;0;0;416;
345;26/10/2008;1700;1840;LGA;ORD;AA;N536AA;0;;0;;;0;0;83;0;0;417;
345;27/10/2008;1700;1840;LGA;ORD;AA;N585AA;0;;0;;;0;0;87;0;0;418;
346;26/10/2008;1930;2245;ORD;LGA;AA;N5CPAA;0;;0;;;0;11;0;0;9;420;
346;27/10/2008;1930;2245;ORD;LGA;AA;N5BSAA;0;;0;;;18;0;0;0;30;421;
346;26/10/2008;1240;1830;SEA;ORD;AA;N5CPAA;0;;0;;;0;0;10;0;13;423;
346;27/10/2008;1240;1830;SEA;ORD;AA;N5BSAA;0;;0;;;0;0;30;0;16;424;
347;26/10/2008;1800;1945;LGA;ORD;AA;N595AA;0;;0;;;0;0;116;0;0;426;
347;27/10/2008;1800;1945;LGA;ORD;AA;N566AA;0;;0;;;0;0;65;0;0;427;
347;26/10/2008;2040;2150;ORD;STL;AA;N595AA;0;;0;;;0;4;0;0;93;428;
347;27/10/2008;2040;2150;ORD;STL;AA;N566AA;0;;0;;;18;0;0;0;41;429;
348;26/10/2008;1320;1740;DFW;PHL;AA;N449AA;0;;0;;;37;0;0;0;0;430;
348;27/10/2008;1320;1740;DFW;PHL;AA;N279AA;0;;0;;;0;0;16;0;0;431;
349;27/10/2008;1920;2045;DFW;FAT;AA;N540AA;0;;0;;;10;0;0;0;44;437;
350;26/10/2008;1320;1715;ELP;ORD;AA;N494AA;0;;0;;;0;0;36;0;5;439;
350;27/10/2008;1320;1715;ELP;ORD;AA;N234AA;0;;0;;;0;0;80;0;0;440;
350;25/10/2008;1805;2120;ORD;LGA;AA;N4XAAA;0;;0;;;0;0;50;0;1;441;
350;26/10/2008;1805;2120;ORD;LGA;AA;N494AA;0;;0;;;0;2;0;0;19;442;
350;27/10/2008;1805;2120;ORD;LGA;AA;N234AA;0;;0;;;0;0;8;0;69;443;
352;25/10/2008;1515;1640;MSP;ORD;AA;N4WKAA;1;Carrier;0;;;;;;;;450;
352;26/10/2008;1515;1640;MSP;ORD;AA;N423AA;0;;0;;;0;0;78;0;13;451;
352;27/10/2008;1515;1640;MSP;ORD;AA;N4XWAA;0;;0;;;0;0;29;0;0;452;
352;26/10/2008;1730;2045;ORD;LGA;AA;N423AA;0;;0;;;0;5;5;0;76;453;
353;26/10/2008;1840;2020;LGA;ORD;AA;N249AA;0;;0;;;0;0;113;0;0;455;
353;27/10/2008;1840;2020;LGA;ORD;AA;N419AA;0;;0;;;0;0;3;0;39;456;
354;25/10/2008;1655;2015;ORD;LGA;AA;N507AA;0;;0;;;0;0;108;0;0;457;
354;26/10/2008;1655;2015;ORD;LGA;AA;N561AA;0;;0;;;0;6;21;0;0;458;
354;27/10/2008;1655;2015;ORD;LGA;AA;N557AA;0;;0;;;0;0;0;0;47;459;
354;26/10/2008;1440;1550;STL;ORD;AA;N561AA;0;;0;;;0;0;23;0;0;461;
354;27/10/2008;1440;1550;STL;ORD;AA;N557AA;0;;0;;;0;0;80;0;0;462;
356;25/10/2008;1145;1620;DFW;JFK;AA;N4WYAA;0;;0;;;0;0;57;0;0;469;
358;27/10/2008;1600;1920;ORD;LGA;AA;N529AA;0;;0;;;0;0;18;0;24;473;
360;27/10/2008;1235;1345;STL;ORD;AA;N528AA;0;;0;;;0;0;25;0;0;481;
363;26/10/2008;1930;2110;LGA;ORD;AA;N529AA;0;;0;;;0;0;100;0;0;485;
363;27/10/2008;1930;2110;LGA;ORD;AA;N528AA;0;;0;;;0;0;51;0;0;486;
363;26/10/2008;2220;2340;ORD;MSP;AA;N529AA;0;;0;;;0;12;0;0;63;487;
366;27/10/2008;1410;1729;ORD;LGA;AA;N419AA;0;;0;;;20;0;50;0;0;493;
368;27/10/2008;1335;1655;ORD;LGA;AA;N566AA;0;;0;;;0;0;19;0;0;501;
371;26/10/2008;2025;2200;LGA;ORD;AA;N585AA;0;;0;;;0;0;70;0;0;511;
371;27/10/2008;2025;2200;LGA;ORD;AA;N529AA;0;;0;;;0;0;28;0;6;512;
372;27/10/2008;1840;2135;SJU;TPA;AA;N632AA;0;;0;;;0;0;0;0;18;515;
375;25/10/2008;1710;2015;JFK;DFW;AA;N4WYAA;0;;0;;;0;4;0;0;42;524;
378;27/10/2008;1100;1415;ORD;LGA;AA;N4YEAA;0;;0;;;0;0;28;0;0;532;
382;27/10/2008;630;910;SAT;ORD;AA;N486AA;0;;0;;;0;0;15;0;0;543;
385;27/10/2008;1040;1120;DFW;ELP;AA;N537AA;0;;0;;;17;0;14;0;98;555;
385;27/10/2008;755;940;RSW;DFW;AA;N537AA;0;;0;;;94;0;29;0;0;558;
386;27/10/2008;825;1135;ORD;LGA;AA;N271AA;0;;0;;;20;0;6;0;0;560;
388;26/10/2008;1750;1850;DFW;SAT;AA;N451AA;0;;0;;;34;0;6;0;0;565;
388;26/10/2008;1330;1700;SLC;DFW;AA;N521AA;0;;0;;;8;0;4;0;36;568;
397;27/10/2008;1855;2120;MIA;LAX;AA;N354AA;0;;0;;;61;0;0;0;0;580;
399;25/10/2008;1550;1725;DFW;SFO;AA;N343AA;0;;0;;;136;0;0;0;0;582;
400;26/10/2008;1630;2235;SFO;ORD;AA;N598AA;0;;0;;;0;0;45;0;0;585;
405;27/10/2008;925;1020;DFW;AUS;AA;N478AA;0;;0;;;0;0;25;0;0;596;
406;26/10/2008;1300;1800;BUR;DFW;AA;N557AA;0;;0;;;0;0;15;0;0;601;
408;26/10/2008;2000;2255;ORD;PHL;AA;N509AA;0;;0;;;0;14;0;0;46;606;
408;27/10/2008;2000;2255;ORD;PHL;AA;N490AA;0;;0;;;0;0;7;0;88;607;
410;25/10/2008;2230;2340;MIA;BNA;AA;N3CFAA;0;;0;;;52;0;0;0;0;611;
414;25/10/2008;2125;2305;DFW;BNA;AA;N469AA;0;;0;;;4;0;1;0;19;623;
418;26/10/2008;1435;1605;DFW;MCI;AA;N410AA;0;;0;;;40;0;0;0;0;626;
