numeroVuelo(flightNum);fecha(flightDate);horaSalida(crsDepTime);horaLlegada(crsArrTime);aeropuertoSalida(originiata);aeropuertoLlegada(destinata);compagnia(carrierCode);avion(tailNum);
898;25/10/2008;1450;1714;ATL;EWR;DL;N978DL;
898;26/10/2008;1450;1714;ATL;EWR;DL;N688DL;
898;27/10/2008;1450;1714;ATL;EWR;DL;N653DL;
899;25/10/2008;1015;1241;EWR;ATL;DL;N689DL;
899;27/10/2008;1024;1250;EWR;ATL;DL;N674DL;
900;27/10/2008;640;900;ATL;LGA;DL;N654DL;
902;25/10/2008;740;957;ATL;LGA;DL;N646DL;
902;26/10/2008;740;957;ATL;LGA;DL;N906DE;
902;27/10/2008;740;956;ATL;LGA;DL;N6701;
903;27/10/2008;655;934;LGA;ATL;DL;N671DN;
904;25/10/2008;840;1105;ATL;LGA;DL;N617DL;
904;26/10/2008;840;1105;ATL;LGA;DL;N722TW;
904;27/10/2008;840;1105;ATL;LGA;DL;N657DL;
905;25/10/2008;800;1035;LGA;ATL;DL;N963DL;
905;25/10/2008;1126;1255;ATL;TPA;DL;N690DL;
905;26/10/2008;1126;1255;ATL;TPA;DL;N617DL;
905;27/10/2008;800;1035;LGA;ATL;DL;N659DL;
905;27/10/2008;1126;1255;ATL;TPA;DL;N619DL;
906;26/10/2008;940;1159;ATL;LGA;DL;N6710E;
906;27/10/2008;940;1159;ATL;LGA;DL;N6708D;
907;25/10/2008;855;1140;LGA;ATL;DL;N667DN;
907;27/10/2008;855;1141;LGA;ATL;DL;N989DL;
908;25/10/2008;715;931;PNS;ATL;DL;N627DL;
908;25/10/2008;1040;1304;ATL;LGA;DL;N959DL;
908;26/10/2008;715;931;PNS;ATL;DL;N625DL;
908;27/10/2008;715;931;PNS;ATL;DL;N634DL;
908;27/10/2008;1040;1304;ATL;LGA;DL;N634DL;
909;25/10/2008;955;1244;LGA;ATL;DL;N6713Y;
909;26/10/2008;955;1244;LGA;ATL;DL;N609DL;
909;27/10/2008;955;1244;LGA;ATL;DL;N654DL;
910;25/10/2008;1140;1359;ATL;LGA;DL;N920DL;
910;26/10/2008;1140;1359;ATL;LGA;DL;N625DL;
910;27/10/2008;1140;1359;ATL;LGA;DL;N690DL;
912;26/10/2008;1240;1502;ATL;LGA;DL;N6708D;
912;27/10/2008;1240;1502;ATL;LGA;DL;N649DL;
913;25/10/2008;1055;1338;LGA;ATL;DL;N646DL;
913;26/10/2008;1055;1338;LGA;ATL;DL;N906DE;
913;27/10/2008;1055;1338;LGA;ATL;DL;N6701;
914;25/10/2008;630;1205;SLC;ATL;DL;N632DL;
914;25/10/2008;1340;1600;ATL;LGA;DL;N616DL;
914;26/10/2008;630;1205;SLC;ATL;DL;N653DL;
914;26/10/2008;1340;1600;ATL;LGA;DL;N6709;
914;27/10/2008;630;1205;SLC;ATL;DL;N667DN;
914;27/10/2008;1340;1600;ATL;LGA;DL;N652DL;
915;26/10/2008;1155;1441;LGA;ATL;DL;N722TW;
915;27/10/2008;1155;1441;LGA;ATL;DL;N657DL;
916;25/10/2008;1440;1700;ATL;LGA;DL;N609DL;
916;26/10/2008;1440;1700;ATL;LGA;DL;N6707A;
916;27/10/2008;1440;1700;ATL;LGA;DL;N630DL;
917;25/10/2008;1255;1531;LGA;ATL;DL;N617DL;
917;26/10/2008;1255;1531;LGA;ATL;DL;N6710E;
917;27/10/2008;1255;1531;LGA;ATL;DL;N6708D;
918;26/10/2008;1540;1809;ATL;LGA;DL;N608DA;
918;27/10/2008;1540;1809;ATL;LGA;DL;N646DL;
919;26/10/2008;1355;1630;LGA;ATL;DL;N659DL;
919;27/10/2008;1355;1630;LGA;ATL;DL;N634DL;
920;25/10/2008;1640;1905;ATL;LGA;DL;N617DL;
920;26/10/2008;1640;1905;ATL;LGA;DL;N660DL;
920;27/10/2008;1640;1905;ATL;LGA;DL;N622DL;
921;25/10/2008;1500;1741;LGA;ATL;DL;N991DL;
921;25/10/2008;1845;2009;ATL;ELP;DL;N991DL;
921;26/10/2008;1500;1741;LGA;ATL;DL;N625DL;
921;26/10/2008;1845;2009;ATL;ELP;DL;N931DL;
921;27/10/2008;1500;1741;LGA;ATL;DL;N690DL;
921;27/10/2008;1845;2009;ATL;ELP;DL;N928DL;
922;26/10/2008;1740;2005;ATL;LGA;DL;N631DL;
922;27/10/2008;1740;2007;ATL;LGA;DL;N991DL;
923;25/10/2008;1555;1840;LGA;ATL;DL;N668DN;
923;26/10/2008;1555;1840;LGA;ATL;DL;N6708D;
923;27/10/2008;1555;1840;LGA;ATL;DL;N649DL;
924;26/10/2008;1840;2106;ATL;LGA;DL;N659DL;
924;27/10/2008;1840;2106;ATL;LGA;DL;N688DL;
925;25/10/2008;1730;2013;LGA;ATL;DL;N616DL;
925;26/10/2008;1655;1939;LGA;ATL;DL;N6709;
925;27/10/2008;1655;1939;LGA;ATL;DL;N652DL;
926;25/10/2008;1940;2159;ATL;LGA;DL;N924DL;
926;26/10/2008;1130;1836;ONT;ATL;DL;N6703D;
926;26/10/2008;1940;2159;ATL;LGA;DL;N671DN;
926;27/10/2008;1130;1836;ONT;ATL;DL;N615DL;
926;27/10/2008;1940;2159;ATL;LGA;DL;N615DL;
928;25/10/2008;1852;2030;ATL;RIC;DL;N663DN;
928;26/10/2008;1852;2030;ATL;RIC;DL;N397DA;
928;27/10/2008;1852;2030;ATL;RIC;DL;N3768;
929;26/10/2008;1900;2142;LGA;ATL;DL;N608DA;
929;27/10/2008;1900;2142;LGA;ATL;DL;N646DL;
930;25/10/2008;2130;2349;ATL;LGA;DL;N125DL;
930;26/10/2008;2130;2349;ATL;LGA;DL;N629DL;
930;27/10/2008;2130;2349;ATL;LGA;DL;N623DL;
931;26/10/2008;1955;2233;LGA;ATL;DL;N660DL;
931;27/10/2008;1955;2233;LGA;ATL;DL;N622DL;
932;25/10/2008;1800;1918;JAX;ATL;DL;N651DL;
932;25/10/2008;2020;2141;ATL;CLT;DL;N668DN;
932;26/10/2008;1800;1918;JAX;ATL;DL;N633DL;
932;26/10/2008;2020;2141;ATL;CLT;DL;N623DL;
932;27/10/2008;1800;1918;JAX;ATL;DL;N626DL;
932;27/10/2008;2020;2141;ATL;CLT;DL;N672DL;
933;26/10/2008;2055;2326;LGA;ATL;DL;N631DL;
933;27/10/2008;2055;2326;LGA;ATL;DL;N991DL;
935;27/10/2008;730;915;ATL;LAX;DL;N67171;
936;25/10/2008;715;1433;LAX;ATL;DL;N124DE;
936;26/10/2008;715;1433;LAX;ATL;DL;N130DL;
936;27/10/2008;715;1433;LAX;ATL;DL;N129DL;
937;25/10/2008;835;1023;ATL;LAX;DL;N828MH;
938;25/10/2008;1237;1435;ATL;BUF;DL;N953DL;
938;26/10/2008;1237;1435;ATL;BUF;DL;N927DA;
938;27/10/2008;1237;1435;ATL;BUF;DL;N979DL;
939;25/10/2008;950;1142;ATL;LAX;DL;N693DL;
939;26/10/2008;950;1142;ATL;LAX;DL;N672DL;
939;27/10/2008;950;1142;ATL;LAX;DL;N135DL;
940;26/10/2008;1900;2122;ATL;PDX;DL;N3741S;
940;27/10/2008;1900;2122;ATL;PDX;DL;N379DA;
941;25/10/2008;1105;1255;ATL;LAX;DL;N6703D;
941;26/10/2008;1105;1255;ATL;LAX;DL;N683DA;
941;27/10/2008;1105;1255;ATL;LAX;DL;N128DL;
942;25/10/2008;1555;1735;SRQ;ATL;DL;N969DL;
942;25/10/2008;1850;2003;ATL;MKE;DL;N969DL;
942;26/10/2008;1555;1735;SRQ;ATL;DL;N924DL;
942;26/10/2008;1850;2003;ATL;MKE;DL;N924DL;
942;27/10/2008;1555;1735;SRQ;ATL;DL;N936DL;
942;27/10/2008;1850;2003;ATL;MKE;DL;N936DL;
943;25/10/2008;1050;1201;JAX;ATL;DL;N615DL;
943;26/10/2008;1050;1201;JAX;ATL;DL;N751AT;
943;27/10/2008;1050;1201;JAX;ATL;DL;N717TW;
944;25/10/2008;1100;1255;ATL;MIA;DL;N683DA;
944;26/10/2008;1100;1255;ATL;MIA;DL;N660DL;
944;27/10/2008;1100;1255;ATL;MIA;DL;N642DL;
945;25/10/2008;1440;1625;ATL;LAX;DL;N143DA;
945;26/10/2008;1440;1625;ATL;LAX;DL;N140LL;
945;27/10/2008;1440;1625;ATL;LAX;DL;N144DA;
946;26/10/2008;1355;2108;LAX;ATL;DL;N683DA;
946;27/10/2008;1355;2108;LAX;ATL;DL;N128DL;
947;25/10/2008;1643;1832;ATL;SNA;DL;N302DQ;
947;26/10/2008;1643;1830;ATL;SNA;DL;N694DL;
947;27/10/2008;1643;1830;ATL;SNA;DL;N685DA;
948;25/10/2008;1400;2113;LAX;ATL;DL;N6703D;
948;26/10/2008;1600;2312;LAX;ATL;DL;N37700;
948;27/10/2008;1600;2312;LAX;ATL;DL;N3748Y;
950;26/10/2008;2245;554;LAX;ATL;DL;N143DA;
950;27/10/2008;2245;554;LAX;ATL;DL;N140LL;
951;25/10/2008;1859;2053;ATL;LAX;DL;N130DL;
951;26/10/2008;1644;1759;JAX;ATL;DL;N626DL;
951;26/10/2008;1859;2053;ATL;LAX;DL;N129DL;
951;27/10/2008;1644;1759;JAX;ATL;DL;N127DL;
951;27/10/2008;1859;2053;ATL;LAX;DL;N127DL;
952;25/10/2008;2345;654;LAX;ATL;DL;N697DL;
952;26/10/2008;2345;654;LAX;ATL;DL;N6706Q;
952;27/10/2008;2345;654;LAX;ATL;DL;N662DN;
953;25/10/2008;2030;2235;ATL;LAX;DL;N6710E;
953;26/10/2008;2030;2235;ATL;LAX;DL;N6713Y;
953;27/10/2008;2030;2235;ATL;LAX;DL;N6706Q;
954;26/10/2008;845;1056;ATL;SMF;DL;N699DL;
954;27/10/2008;845;1056;ATL;SMF;DL;N697DL;
956;25/10/2008;700;841;MCO;ATL;DL;N693DL;
956;26/10/2008;700;841;MCO;ATL;DL;N672DL;
956;27/10/2008;700;841;MCO;ATL;DL;N640DL;
957;25/10/2008;735;858;ATL;MCO;DL;N907DE;
957;26/10/2008;735;858;ATL;MCO;DL;N632DL;
957;27/10/2008;735;858;ATL;MCO;DL;N750AT;
959;25/10/2008;840;1012;ATL;MCO;DL;N126DL;
959;26/10/2008;840;1012;ATL;MCO;DL;N140LL;
959;27/10/2008;840;1012;ATL;MCO;DL;N127DL;
960;25/10/2008;900;1031;MCO;ATL;DL;N658DL;
960;25/10/2008;1121;1251;ATL;ABQ;DL;N3739P;
960;26/10/2008;900;1031;MCO;ATL;DL;N124DE;
960;26/10/2008;1121;1253;ATL;ABQ;DL;N900PC;
960;27/10/2008;900;1031;MCO;ATL;DL;N624DL;
960;27/10/2008;1121;1253;ATL;ABQ;DL;N624DL;
961;26/10/2008;945;1119;ATL;MCO;DL;N830MH;
961;27/10/2008;945;1119;ATL;MCO;DL;N828MH;
963;25/10/2008;1055;1225;ATL;MCO;DL;N660DL;
964;25/10/2008;1115;1243;MCO;ATL;DL;N126DL;
964;26/10/2008;1115;1243;MCO;ATL;DL;N140LL;
964;27/10/2008;1115;1243;MCO;ATL;DL;N127DL;
965;25/10/2008;2150;2237;ATL;STL;DL;N993DL;
965;26/10/2008;1859;2019;CLT;ATL;DL;N979DL;
965;26/10/2008;2140;2227;ATL;STL;DL;N936DL;
965;27/10/2008;1859;2019;CLT;ATL;DL;N3741S;
965;27/10/2008;2140;2227;ATL;STL;DL;N986DL;
966;26/10/2008;35;745;LAX;ATL;DL;N6710E;
966;27/10/2008;35;745;LAX;ATL;DL;N6713Y;
967;25/10/2008;1225;1352;ATL;MCO;DL;N666DN;
967;26/10/2008;1218;1345;ATL;MCO;DL;N124DE;
967;27/10/2008;1250;1417;ATL;MCO;DL;N757AT;
968;26/10/2008;2135;500;SNA;ATL;DL;N654DL;
969;25/10/2008;1332;1459;ATL;MCO;DL;N636DL;
969;26/10/2008;1332;1459;ATL;MCO;DL;N635DL;
969;27/10/2008;1332;1459;ATL;MCO;DL;N668DN;
970;25/10/2008;1122;1400;STL;ATL;DL;N903DE;
970;25/10/2008;1450;1629;ATL;PBI;DL;N903DE;
970;26/10/2008;1122;1400;STL;ATL;DL;N995DL;
970;26/10/2008;1450;1629;ATL;PBI;DL;N995DL;
970;27/10/2008;1122;1400;STL;ATL;DL;N994DL;
970;27/10/2008;1450;1629;ATL;PBI;DL;N994DL;
973;25/10/2008;1535;1708;ATL;MCO;DL;N131DN;
973;26/10/2008;1535;1708;ATL;MCO;DL;N628DL;
973;27/10/2008;1535;1708;ATL;MCO;DL;N657DL;
974;25/10/2008;2130;2258;ATL;CVG;DL;N631DL;
974;26/10/2008;2130;2258;ATL;CVG;DL;N910DN;
974;27/10/2008;2144;2312;ATL;CVG;DL;N37700;
975;25/10/2008;1615;1817;DTW;ATL;DL;N904DE;
975;25/10/2008;1906;1930;ATL;JAN;DL;N904DE;
975;26/10/2008;1615;1817;DTW;ATL;DL;N969DL;
975;26/10/2008;1906;1930;ATL;JAN;DL;N969DL;
975;27/10/2008;1615;1817;DTW;ATL;DL;N911DL;
975;27/10/2008;1906;1930;ATL;JAN;DL;N902DE;
976;25/10/2008;1810;1947;MCO;ATL;DL;N131DN;
976;27/10/2008;1800;1937;MCO;ATL;DL;N657DL;
977;26/10/2008;1735;1908;ATL;MCO;DL;N669DN;
977;27/10/2008;1735;1908;ATL;MCO;DL;N667DN;
978;26/10/2008;1900;2038;MCO;ATL;DL;N1501P;
978;27/10/2008;1900;2038;MCO;ATL;DL;N632DL;
979;25/10/2008;2000;2123;ATL;MCO;DL;N121DE;
979;26/10/2008;2000;2123;ATL;MCO;DL;N128DL;
979;27/10/2008;2000;2123;ATL;MCO;DL;N121DE;
980;26/10/2008;2005;2130;MCO;ATL;DL;N669DN;
980;27/10/2008;2005;2130;MCO;ATL;DL;N667DN;
981;25/10/2008;2115;2244;ATL;MCO;DL;N136DL;
981;26/10/2008;2115;2244;ATL;MCO;DL;N640DL;
981;27/10/2008;2115;2244;ATL;MCO;DL;N136DL;
982;25/10/2008;600;754;MIA;ATL;DL;N694DL;
982;25/10/2008;845;1032;ATL;BWI;DL;N6700;
982;26/10/2008;600;754;MIA;ATL;DL;N676DL;
982;26/10/2008;845;1032;ATL;BWI;DL;N676DL;
982;27/10/2008;600;754;MIA;ATL;DL;N630DL;
982;27/10/2008;845;1032;ATL;BWI;DL;N630DL;
984;27/10/2008;710;912;MIA;ATL;DL;N939DL;
985;27/10/2008;736;923;ATL;MIA;DL;N932DL;
986;25/10/2008;810;1011;MIA;ATL;DL;N674DL;
986;26/10/2008;810;1011;MIA;ATL;DL;N674DL;
986;26/10/2008;1101;1235;ATL;AUS;DL;N917DE;
986;27/10/2008;810;1011;MIA;ATL;DL;N627DL;
986;27/10/2008;1101;1235;ATL;AUS;DL;N917DL;
987;25/10/2008;835;1026;ATL;MIA;DL;N919DE;
987;26/10/2008;835;1026;ATL;MIA;DL;N994DL;
987;27/10/2008;600;738;CMH;ATL;DL;N986DL;
987;27/10/2008;835;1026;ATL;MIA;DL;N986DL;
988;25/10/2008;1106;1301;MIA;ATL;DL;N919DE;
988;25/10/2008;1347;1518;ATL;SAT;DL;N919DE;
988;26/10/2008;1106;1301;MIA;ATL;DL;N994DL;
988;26/10/2008;1347;1518;ATL;SAT;DL;N994DL;
988;27/10/2008;1106;1301;MIA;ATL;DL;N986DL;
988;27/10/2008;1347;1518;ATL;SAT;DL;N986DL;
989;25/10/2008;940;1136;ATL;MIA;DL;N623DL;
989;26/10/2008;940;1136;ATL;MIA;DL;N629DL;
989;27/10/2008;940;1136;ATL;MIA;DL;N6716C;
990;25/10/2008;1235;1425;PBI;ATL;DL;N608DA;
990;26/10/2008;1235;1425;PBI;ATL;DL;N914DL;
990;26/10/2008;1510;1714;ATL;BUF;DL;N914DL;
990;27/10/2008;1235;1425;PBI;ATL;DL;N935DL;
990;27/10/2008;1510;1714;ATL;BUF;DL;N935DL;
991;26/10/2008;1215;1403;ATL;LAX;DL;N6715C;
991;27/10/2008;1215;1403;ATL;LAX;DL;N608DA;
993;25/10/2008;1210;1357;ATL;MIA;DL;N658DL;
993;26/10/2008;1210;1357;ATL;MIA;DL;N678DL;
993;27/10/2008;939;1106;RDU;ATL;DL;N631DL;
993;27/10/2008;1210;1357;ATL;MIA;DL;N631DL;
995;25/10/2008;700;1323;TUS;ATL;DL;N657DL;
995;25/10/2008;1415;1602;ATL;MIA;DL;N632DL;
995;26/10/2008;700;1323;TUS;ATL;DL;N671DN;
995;26/10/2008;1415;1602;ATL;MIA;DL;N671DN;
995;27/10/2008;700;1323;TUS;ATL;DL;N676DL;
995;27/10/2008;1415;1602;ATL;MIA;DL;N676DL;
996;25/10/2008;1653;1850;MIA;ATL;DL;N632DL;
996;26/10/2008;1653;1850;MIA;ATL;DL;N671DN;
996;27/10/2008;1653;1850;MIA;ATL;DL;N676DL;
998;26/10/2008;1841;2040;MIA;ATL;DL;N629DL;
998;27/10/2008;1841;2040;MIA;ATL;DL;N6716C;
999;26/10/2008;1600;1751;ATL;MIA;DL;N629DL;
999;27/10/2008;1600;1751;ATL;MIA;DL;N6716C;
1001;25/10/2008;2020;2211;ATL;MIA;DL;N676DL;
1001;26/10/2008;1922;2112;ATL;MIA;DL;N627DL;
1001;27/10/2008;1922;2112;ATL;MIA;DL;N624DL;
1002;26/10/2008;1757;2105;MCI;ATL;DL;N978DL;
1002;26/10/2008;2150;2200;ATL;BNA;DL;N900DE;
1002;27/10/2008;1757;2105;MCI;ATL;DL;N988DL;
1002;27/10/2008;2150;2200;ATL;BNA;DL;N915DL;
1003;26/10/2008;2115;2303;ATL;MIA;DL;N630DL;
1003;27/10/2008;2115;2303;ATL;MIA;DL;N619DL;
1004;27/10/2008;730;935;ATL;PHL;DL;N975DL;
1005;25/10/2008;630;847;PHL;ATL;DL;N662DN;
1005;26/10/2008;630;847;PHL;ATL;DL;N629DL;
1005;27/10/2008;545;753;PHL;ATL;DL;N3739P;
1006;25/10/2008;835;1041;ATL;PHL;DL;N913DL;
1006;26/10/2008;835;1041;ATL;PHL;DL;N636DL;
1006;27/10/2008;835;1041;ATL;PHL;DL;N622DL;
1007;26/10/2008;740;1009;PHL;ATL;DL;N963DL;
1007;27/10/2008;640;900;PHL;ATL;DL;N610DL;
1008;25/10/2008;955;1203;ATL;PHL;DL;N901DA;
1008;26/10/2008;955;1203;ATL;PHL;DL;N910DN;
1008;27/10/2008;955;1203;ATL;PHL;DL;N909DA;
1009;25/10/2008;755;1015;PHL;ATL;DL;N3739P;
1009;27/10/2008;755;1015;PHL;ATL;DL;N619DL;
1010;25/10/2008;1105;1311;ATL;PHL;DL;N934DL;
1010;26/10/2008;1105;1311;ATL;PHL;DL;N6705Y;
1010;27/10/2008;1105;1311;ATL;PHL;DL;N671DN;
1011;25/10/2008;1020;1249;PHL;ATL;DL;N616DL;
1011;26/10/2008;1010;1239;PHL;ATL;DL;N635DL;
1011;27/10/2008;1020;1249;PHL;ATL;DL;N975DL;
1012;25/10/2008;1325;1530;ATL;PHL;DL;N615DL;
1012;26/10/2008;1325;1530;ATL;PHL;DL;N667DN;
1012;27/10/2008;1335;1540;ATL;PHL;DL;N692DL;
1013;25/10/2008;1135;1353;PHL;ATL;DL;N913DL;
1013;26/10/2008;1135;1353;PHL;ATL;DL;N636DL;
1013;27/10/2008;1135;1353;PHL;ATL;DL;N622DL;
1014;25/10/2008;545;739;BHM;ATL;DL;N995DL;
1014;26/10/2008;545;739;BHM;ATL;DL;N973DL;
1014;26/10/2008;840;1021;ATL;MSP;DL;N973DL;
1014;27/10/2008;545;739;BHM;ATL;DL;N933DL;
1014;27/10/2008;840;1021;ATL;MSP;DL;N933DL;
1015;25/10/2008;1245;1500;PHL;ATL;DL;N901DA;
1015;26/10/2008;1245;1500;PHL;ATL;DL;N910DN;
1015;27/10/2008;1245;1500;PHL;ATL;DL;N909DA;
1016;25/10/2008;1602;1745;RSW;ATL;DL;N686DA;
1016;26/10/2008;1552;1735;RSW;ATL;DL;N986DL;
1016;26/10/2008;1845;2019;ATL;CMH;DL;N986DL;
1016;27/10/2008;1552;1735;RSW;ATL;DL;N993DL;
1016;27/10/2008;1845;2019;ATL;CMH;DL;N993DL;
1017;25/10/2008;1356;1615;PHL;ATL;DL;N934DL;
1017;26/10/2008;1401;1620;PHL;ATL;DL;N6705Y;
1017;27/10/2008;1401;1620;PHL;ATL;DL;N671DN;
1018;25/10/2008;1735;1951;ATL;PHL;DL;N629DL;
1018;26/10/2008;1505;1640;TPA;ATL;DL;N669DN;
1018;26/10/2008;1735;1951;ATL;PHL;DL;N619DL;
1018;27/10/2008;1510;1645;TPA;ATL;DL;N667DN;
1018;27/10/2008;1735;1951;ATL;PHL;DL;N659DL;
1019;25/10/2008;1620;1834;PHL;ATL;DL;N615DL;
1019;25/10/2008;2010;2152;ATL;PBI;DL;N659DL;
1019;26/10/2008;1705;1919;PHL;ATL;DL;N661DN;
1019;26/10/2008;2010;2152;ATL;PBI;DL;N663DN;
1019;27/10/2008;1700;1914;PHL;ATL;DL;N682DA;
1019;27/10/2008;2010;2152;ATL;PBI;DL;N689DL;
1020;26/10/2008;1855;2058;ATL;PHL;DL;N3739P;
1020;27/10/2008;1855;2058;ATL;PHL;DL;N750AT;
1021;26/10/2008;1800;2034;PHL;ATL;DL;N903DA;
1021;27/10/2008;1800;2034;PHL;ATL;DL;N903DA;
1022;25/10/2008;1155;1907;SNA;ATL;DL;N385DN;
1022;25/10/2008;2130;2336;ATL;PHL;DL;N963DL;
1022;26/10/2008;1155;1905;SNA;ATL;DL;N610DL;
1022;26/10/2008;2000;2205;ATL;PHL;DL;N610DL;
1022;27/10/2008;1155;1905;SNA;ATL;DL;N684DA;
1022;27/10/2008;2000;2205;ATL;PHL;DL;N684DA;
1023;25/10/2008;815;1005;IAD;ATL;DL;N6703D;
1023;27/10/2008;815;1005;IAD;ATL;DL;N699DL;
1024;26/10/2008;1930;2038;SAV;ATL;DL;N911DL;
1024;26/10/2008;2130;2306;ATL;IND;DL;N911DL;
1024;27/10/2008;1930;2038;SAV;ATL;DL;N949DL;
1024;27/10/2008;2130;2306;ATL;IND;DL;N949DL;
1025;25/10/2008;640;754;CHS;ATL;DL;N6705Y;
1025;25/10/2008;849;1000;ATL;PHX;DL;N6705Y;
1025;26/10/2008;849;1000;ATL;PHX;DL;N654DL;
1025;27/10/2008;640;754;CHS;ATL;DL;N6709;
1025;27/10/2008;849;1000;ATL;PHX;DL;N6709;
1026;25/10/2008;655;1330;PHX;ATL;DL;N692DL;
1026;26/10/2008;655;1330;PHX;ATL;DL;N658DL;
1026;27/10/2008;655;1330;PHX;ATL;DL;N618DL;
1027;25/10/2008;1050;1155;ATL;PHX;DL;N654DL;
1027;26/10/2008;1050;1155;ATL;PHX;DL;N6714Q;
1027;27/10/2008;1050;1155;ATL;PHX;DL;N670DN;
1028;25/10/2008;815;1446;PHX;ATL;DL;N6709;
1028;26/10/2008;815;1446;PHX;ATL;DL;N644DL;
1028;27/10/2008;815;1446;PHX;ATL;DL;N612DL;
1029;26/10/2008;1328;1430;ATL;PHX;DL;N3736C;
1029;27/10/2008;1328;1430;ATL;PHX;DL;N378DA;
1030;25/10/2008;2140;2356;ATL;JFK;DL;N3758Y;
1030;26/10/2008;2140;2356;ATL;JFK;DL;N3730B;
1030;27/10/2008;2140;2356;ATL;JFK;DL;N3731T;
1031;25/10/2008;1605;1714;ATL;PHX;DL;N644DL;
1031;26/10/2008;1605;1714;ATL;PHX;DL;N612DL;
1031;27/10/2008;1605;1714;ATL;PHX;DL;N695DL;
1032;25/10/2008;1245;1925;PHX;ATL;DL;N654DL;
1032;26/10/2008;1245;1925;PHX;ATL;DL;N6714Q;
1032;27/10/2008;1245;1925;PHX;ATL;DL;N670DN;
1033;26/10/2008;1601;1800;FLL;ATL;DL;N618DL;
1033;27/10/2008;1601;1800;FLL;ATL;DL;N679DA;
1034;26/10/2008;1510;2149;PHX;ATL;DL;N3736C;
1034;26/10/2008;2231;2337;ATL;CHS;DL;N3769L;
1034;27/10/2008;1510;2149;PHX;ATL;DL;N378DA;
1034;27/10/2008;2231;2337;ATL;CHS;DL;N378DA;
1036;26/10/2008;2355;621;PHX;ATL;DL;N643DL;
1036;27/10/2008;2355;621;PHX;ATL;DL;N649DL;
1037;26/10/2008;2115;2220;ATL;PHX;DL;N643DL;
1037;27/10/2008;2115;2220;ATL;PHX;DL;N649DL;
1038;25/10/2008;630;1343;SAN;ATL;DL;N128DL;
1038;26/10/2008;630;1343;SAN;ATL;DL;N128DL;
1038;27/10/2008;630;1343;SAN;ATL;DL;N144DA;
1039;25/10/2008;845;1027;ATL;SAN;DL;N643DL;
1039;26/10/2008;845;1027;ATL;SAN;DL;N6701;
1039;27/10/2008;845;1027;ATL;SAN;DL;N648DL;
1040;25/10/2008;1125;1343;MEM;ATL;DL;N906DE;
1040;26/10/2008;1437;1645;ATL;ROC;DL;N974DL;
1040;27/10/2008;1125;1343;MEM;ATL;DL;N948DL;
1040;27/10/2008;1437;1645;ATL;ROC;DL;N914DL;
1041;25/10/2008;1050;1232;ATL;SAN;DL;N653DL;
1041;26/10/2008;1050;1232;ATL;SAN;DL;N698DL;
1041;27/10/2008;1050;1232;ATL;SAN;DL;N6714Q;
1042;26/10/2008;2150;2316;ATL;SDF;DL;N916DL;
1042;27/10/2008;2150;2316;ATL;SDF;DL;N980DL;
1043;26/10/2008;1455;1636;ATL;SAN;DL;N6700;
1043;27/10/2008;1455;1636;ATL;SAN;DL;N6703D;
1046;26/10/2008;1323;2033;SAN;ATL;DL;N698DL;
1046;26/10/2008;2140;2354;ATL;EWR;DL;N698DL;
1046;27/10/2008;1323;2033;SAN;ATL;DL;N6714Q;
1046;27/10/2008;2140;2354;ATL;EWR;DL;N640DL;
1047;25/10/2008;1850;2038;ATL;SAN;DL;N6713Y;
1048;25/10/2008;2250;549;SAN;ATL;DL;N6713Y;
1048;26/10/2008;2250;549;SAN;ATL;DL;N6701;
1048;27/10/2008;2250;549;SAN;ATL;DL;N641DL;
1050;25/10/2008;600;1344;SEA;ATL;DL;N609DL;
1050;26/10/2008;600;1344;SEA;ATL;DL;N608DA;
1050;27/10/2008;600;1344;SEA;ATL;DL;N616DL;
1051;25/10/2008;830;1104;ATL;SEA;DL;N6715C;
1051;26/10/2008;830;1104;ATL;SEA;DL;N6713Y;
1051;27/10/2008;830;1104;ATL;SEA;DL;N6706Q;
1052;25/10/2008;755;1537;SEA;ATL;DL;N139DL;
1052;26/10/2008;755;1537;SEA;ATL;DL;N757AT;
1052;27/10/2008;755;1537;SEA;ATL;DL;N130DL;
1053;25/10/2008;935;1208;ATL;SEA;DL;N694DL;
1053;26/10/2008;935;1208;ATL;SEA;DL;N648DL;
1053;27/10/2008;935;1208;ATL;SEA;DL;N6713Y;
1054;26/10/2008;1155;1937;SEA;ATL;DL;N6713Y;
1054;27/10/2008;1155;1937;SEA;ATL;DL;N6706Q;
1056;25/10/2008;1300;2040;SEA;ATL;DL;N694DL;
1056;26/10/2008;1300;2040;SEA;ATL;DL;N648DL;
1056;27/10/2008;1300;2040;SEA;ATL;DL;N6713Y;
1057;25/10/2008;1455;1709;ATL;SEA;DL;N646DL;
1057;26/10/2008;1455;1709;ATL;SEA;DL;N67171;
1057;27/10/2008;1455;1709;ATL;SEA;DL;N616DL;
1059;25/10/2008;1349;1548;BWI;ATL;DL;N633DL;
1059;25/10/2008;1720;1948;ATL;SEA;DL;N757AT;
1059;26/10/2008;1349;1548;BWI;ATL;DL;N619DL;
1059;26/10/2008;1720;1948;ATL;SEA;DL;N130DL;
1059;27/10/2008;1349;1548;BWI;ATL;DL;N627DL;
1059;27/10/2008;1720;1948;ATL;SEA;DL;N129DL;
1060;25/10/2008;2320;650;SEA;ATL;DL;N646DL;
