flightNum;cancelled;cancellationName;diverted;div1airport;div2airport;compania;carrierDelay;tiempo;weatherDelay;NAS;nasDelay;seguridad;securityDelay;previo;lateAircraftDelay;desvio;divArrDelay;idIncidencia
27180;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;83;desvio;0;7882
27183;0;;0;;;compania;3;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;7883
27183;0;;0;;;compania;0;tiempo;0;NAS;16;seguridad;0;previo;0;desvio;0;7884
27186;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;49;desvio;0;7885
27189;0;;0;;;compania;0;tiempo;0;NAS;125;seguridad;0;previo;0;desvio;0;7886
27190;0;;0;;;compania;0;tiempo;0;NAS;118;seguridad;0;previo;0;desvio;0;7887
27190;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;6;desvio;0;7888
27204;0;;0;;;compania;85;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;7889
27204;0;;0;;;compania;0;tiempo;0;NAS;15;seguridad;0;previo;0;desvio;0;7890
27204;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;5;desvio;0;7891
27207;0;;0;;;compania;0;tiempo;0;NAS;107;seguridad;0;previo;0;desvio;0;7892
27208;0;;0;;;compania;0;tiempo;0;NAS;91;seguridad;0;previo;0;desvio;0;7893
27209;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;44;desvio;0;7894
27211;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;128;desvio;0;7895
27216;0;;0;;;compania;0;tiempo;0;NAS;14;seguridad;0;previo;0;desvio;0;7896
27216;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;2;desvio;0;7897
27218;0;;0;;;compania;0;tiempo;0;NAS;17;seguridad;0;previo;0;desvio;0;7898

27220;0;;0;;;compania;0;tiempo;0;NAS;112;seguridad;0;previo;0;desvio;0;7900
27221;0;;0;;;compania;0;tiempo;0;NAS;118;seguridad;0;previo;0;desvio;0;7901
27221;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;16;desvio;0;7902
27223;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;16;desvio;0;7903
27227;0;;0;;;compania;0;tiempo;0;NAS;116;seguridad;0;previo;0;desvio;0;7904
27227;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;17;desvio;0;7905


27230;0;;0;;;compania;0;tiempo;0;NAS;6;seguridad;0;previo;0;desvio;0;7908
27230;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;11;desvio;0;7909
27233;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;17;desvio;0;7910
27243;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;52;desvio;0;7911
27244;0;;0;;;compania;79;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;7912
27253;0;;0;;;compania;0;tiempo;0;NAS;109;seguridad;0;previo;0;desvio;0;7913
27254;0;;0;;;compania;0;tiempo;0;NAS;79;seguridad;0;previo;0;desvio;0;7914
27257;0;;0;;;compania;83;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;7915
27258;0;;0;;;compania;124;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;7916
27260;0;;0;;;compania;0;tiempo;0;NAS;142;seguridad;0;previo;0;desvio;0;7917
27261;0;;0;;;compania;0;tiempo;0;NAS;15;seguridad;0;previo;0;desvio;0;7918
27261;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;122;desvio;0;7919
27264;0;;0;;;compania;19;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;7920
27264;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;28;desvio;0;7921
27267;0;;0;;;compania;0;tiempo;0;NAS;79;seguridad;0;previo;0;desvio;0;7922
27267;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;47;desvio;0;7923
27269;0;;0;;;compania;0;tiempo;0;NAS;97;seguridad;0;previo;0;desvio;0;7924
27276;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;36;desvio;0;7925
27277;0;;0;;;compania;0;tiempo;0;NAS;18;seguridad;0;previo;0;desvio;0;7926
27277;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;69;desvio;0;7927
27278;0;;0;;;compania;97;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;7928
27278;0;;0;;;compania;0;tiempo;0;NAS;12;seguridad;0;previo;0;desvio;0;7929
27279;0;;0;;;compania;0;tiempo;0;NAS;25;seguridad;0;previo;0;desvio;0;7930
27279;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;109;desvio;0;7931

27294;0;;0;;;compania;14;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;7933
27294;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;36;desvio;0;7934
27300;0;;0;;;compania;17;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;7935
27300;0;;0;;;compania;0;tiempo;0;NAS;12;seguridad;0;previo;0;desvio;0;7936
27306;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;20;desvio;0;7937
27307;0;;0;;;compania;0;tiempo;0;NAS;9;seguridad;0;previo;0;desvio;0;7938
27307;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;72;desvio;0;7939

27310;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;79;desvio;0;7941
27312;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;61;desvio;0;7942
27313;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;47;desvio;0;7943
27315;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;63;desvio;0;7944
27316;0;;0;;;compania;0;tiempo;0;NAS;6;seguridad;0;previo;0;desvio;0;7945
27316;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;76;desvio;0;7946
27318;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;57;desvio;0;7947
27319;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;69;desvio;0;7948
27320;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;117;desvio;0;7949
27322;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;61;desvio;0;7950

27334;0;;0;;;compania;16;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;7952
27335;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;53;desvio;0;7953
27338;0;;0;;;compania;5;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;7954
27338;0;;0;;;compania;0;tiempo;0;NAS;6;seguridad;0;previo;0;desvio;0;7955
27338;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;16;desvio;0;7956
27339;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;34;desvio;0;7957
27342;0;;0;;;compania;0;tiempo;0;NAS;17;seguridad;0;previo;0;desvio;0;7958
27342;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;6;desvio;0;7959
27348;0;;0;;;compania;0;tiempo;0;NAS;113;seguridad;0;previo;0;desvio;0;7960
27348;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;20;desvio;0;7961
27349;0;;0;;;compania;0;tiempo;0;NAS;112;seguridad;0;previo;0;desvio;0;7962
27351;0;;0;;;compania;0;tiempo;0;NAS;16;seguridad;0;previo;0;desvio;0;7963
27351;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;4;desvio;0;7964
27352;0;;0;;;compania;16;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;7965
27356;0;;0;;;compania;0;tiempo;0;NAS;37;seguridad;0;previo;0;desvio;0;7966
27356;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;9;desvio;0;7967
27359;0;;0;;;compania;44;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;7968
27363;0;;0;;;compania;0;tiempo;0;NAS;20;seguridad;0;previo;0;desvio;0;7969
27366;0;;0;;;compania;0;tiempo;0;NAS;27;seguridad;0;previo;0;desvio;0;7970
27373;0;;0;;;compania;14;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;7971
27373;0;;0;;;compania;0;tiempo;0;NAS;7;seguridad;0;previo;0;desvio;0;7972
27385;0;;0;;;compania;0;tiempo;0;NAS;37;seguridad;0;previo;0;desvio;0;7973
27389;0;;0;;;compania;0;tiempo;0;NAS;11;seguridad;0;previo;0;desvio;0;7974
27389;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;4;desvio;0;7975
27390;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;108;desvio;0;7976
27395;0;;0;;;compania;0;tiempo;0;NAS;127;seguridad;0;previo;0;desvio;0;7977
27395;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;1;desvio;0;7978
27400;0;;0;;;compania;0;tiempo;0;NAS;32;seguridad;0;previo;0;desvio;0;7979
27400;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;77;desvio;0;7980
27401;0;;0;;;compania;0;tiempo;0;NAS;100;seguridad;0;previo;0;desvio;0;7981
27401;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;27;desvio;0;7982
27404;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;27;desvio;0;7983
27405;0;;0;;;compania;0;tiempo;0;NAS;3;seguridad;0;previo;0;desvio;0;7984
27405;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;74;desvio;0;7985
27408;0;;0;;;compania;0;tiempo;0;NAS;103;seguridad;0;previo;0;desvio;0;7986
27408;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;1;desvio;0;7987
27409;0;;0;;;compania;0;tiempo;0;NAS;83;seguridad;0;previo;0;desvio;0;7988
27418;0;;0;;;compania;0;tiempo;0;NAS;91;seguridad;0;previo;0;desvio;0;7989
27418;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;17;desvio;0;7990
27419;0;;0;;;compania;0;tiempo;0;NAS;105;seguridad;0;previo;0;desvio;0;7991
27419;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;7;desvio;0;7992
27421;0;;0;;;compania;94;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;7993
27421;0;;0;;;compania;0;tiempo;0;NAS;9;seguridad;0;previo;0;desvio;0;7994
27423;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;77;desvio;0;7995
27425;0;;0;;;compania;0;tiempo;0;NAS;17;seguridad;0;previo;0;desvio;0;7996
27425;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;111;desvio;0;7997
27426;0;;0;;;compania;0;tiempo;0;NAS;98;seguridad;0;previo;0;desvio;0;7998
27429;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;83;desvio;0;7999
27436;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;114;desvio;0;8000
27437;0;;0;;;compania;0;tiempo;0;NAS;1;seguridad;0;previo;0;desvio;0;8001
27437;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;112;desvio;0;8002
27439;0;;0;;;compania;6;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;8003
27439;0;;0;;;compania;0;tiempo;0;NAS;11;seguridad;0;previo;0;desvio;0;8004
27441;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;69;desvio;0;8005
27442;0;;0;;;compania;0;tiempo;0;NAS;26;seguridad;0;previo;0;desvio;0;8006
27442;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;3;desvio;0;8007
27443;0;;0;;;compania;12;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;8008
27443;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;11;desvio;0;8009
27445;0;;0;;;compania;0;tiempo;0;NAS;64;seguridad;0;previo;0;desvio;0;8010
27445;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;46;desvio;0;8011
27446;0;;0;;;compania;0;tiempo;0;NAS;11;seguridad;0;previo;0;desvio;0;8012
27446;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;99;desvio;0;8013
27447;0;;0;;;compania;0;tiempo;0;NAS;56;seguridad;0;previo;0;desvio;0;8014
27448;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;95;desvio;0;8015
27452;0;;0;;;compania;3;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;8016
27452;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;111;desvio;0;8017
27456;0;;0;;;compania;0;tiempo;0;NAS;8;seguridad;0;previo;0;desvio;0;8018
27456;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;68;desvio;0;8019
27459;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;68;desvio;0;8020
27479;0;;0;;;compania;0;tiempo;0;NAS;57;seguridad;0;previo;0;desvio;0;8021
27495;0;;0;;;compania;14;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;8022
27495;0;;0;;;compania;0;tiempo;0;NAS;4;seguridad;0;previo;0;desvio;0;8023
27497;0;;0;;;compania;22;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;8024
27497;0;;0;;;compania;0;tiempo;0;NAS;1;seguridad;0;previo;0;desvio;0;8025
27497;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;1;desvio;0;8026
27501;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;39;desvio;0;8027
27503;0;;0;;;compania;0;tiempo;0;NAS;134;seguridad;0;previo;0;desvio;0;8028
27504;0;;0;;;compania;0;tiempo;0;NAS;67;seguridad;0;previo;0;desvio;0;8029
27504;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;39;desvio;0;8030

27517;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;46;desvio;0;8032
27518;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;99;desvio;0;8033
27528;0;;0;;;compania;0;tiempo;0;NAS;15;seguridad;0;previo;0;desvio;0;8034
27538;0;;0;;;compania;0;tiempo;0;NAS;18;seguridad;0;previo;0;desvio;0;8035

27550;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;112;desvio;0;8037
27552;0;;0;;;compania;16;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;8038
27552;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;42;desvio;0;8039

27560;0;;0;;;compania;0;tiempo;0;NAS;26;seguridad;0;previo;0;desvio;0;8041
27571;0;;0;;;compania;0;tiempo;0;NAS;11;seguridad;0;previo;0;desvio;0;8042
27571;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;6;desvio;0;8043
27578;0;;0;;;compania;6;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;8044
27578;0;;0;;;compania;0;tiempo;0;NAS;25;seguridad;0;previo;0;desvio;0;8045
27582;0;;0;;;compania;0;tiempo;0;NAS;8;seguridad;0;previo;0;desvio;0;8046
27582;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;20;desvio;0;8047
27591;0;;0;;;compania;0;tiempo;0;NAS;87;seguridad;0;previo;0;desvio;0;8048
27595;0;;0;;;compania;61;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;8049
27595;0;;0;;;compania;0;tiempo;0;NAS;11;seguridad;0;previo;0;desvio;0;8050
27604;0;;0;;;compania;0;tiempo;0;NAS;142;seguridad;0;previo;0;desvio;0;8051
27614;0;;0;;;compania;11;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;8052
27614;0;;0;;;compania;0;tiempo;0;NAS;4;seguridad;0;previo;0;desvio;0;8053
27620;0;;0;;;compania;0;tiempo;0;NAS;15;seguridad;0;previo;0;desvio;0;8054
27622;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;31;desvio;0;8055
27628;0;;0;;;compania;0;tiempo;0;NAS;61;seguridad;0;previo;0;desvio;0;8056
27640;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;141;desvio;0;8057
27641;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;92;desvio;0;8058
27642;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;40;desvio;0;8059
27643;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;15;desvio;0;8060
27644;0;;0;;;compania;38;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;8061
27663;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;31;desvio;0;8062
27664;0;;0;;;compania;0;tiempo;0;NAS;19;seguridad;0;previo;0;desvio;0;8063
27664;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;36;desvio;0;8064
27666;0;;0;;;compania;0;tiempo;0;NAS;18;seguridad;0;previo;0;desvio;0;8065
27682;0;;0;;;compania;0;tiempo;0;NAS;71;seguridad;0;previo;0;desvio;0;8066
27682;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;18;desvio;0;8067
27683;0;;0;;;compania;0;tiempo;0;NAS;44;seguridad;0;previo;0;desvio;0;8068
27685;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;18;desvio;0;8069
27691;0;;0;;;compania;0;tiempo;33;NAS;0;seguridad;0;previo;0;desvio;0;8070
27694;0;;0;;;compania;0;tiempo;0;NAS;111;seguridad;0;previo;0;desvio;0;8071
27695;0;;0;;;compania;0;tiempo;0;NAS;94;seguridad;0;previo;0;desvio;0;8072
27696;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;91;desvio;0;8073
27698;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;112;desvio;0;8074
27699;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;71;desvio;0;8075
27701;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;19;desvio;0;8076
27702;0;;0;;;compania;0;tiempo;0;NAS;13;seguridad;0;previo;0;desvio;0;8077
27702;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;2;desvio;0;8078
27703;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;19;desvio;0;8079
27708;0;;0;;;compania;10;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;8080
27708;0;;0;;;compania;0;tiempo;0;NAS;8;seguridad;0;previo;0;desvio;0;8081
27709;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;96;desvio;0;8082
27710;0;;0;;;compania;0;tiempo;0;NAS;5;seguridad;0;previo;0;desvio;0;8083
27710;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;96;desvio;0;8084
27711;0;;0;;;compania;0;tiempo;0;NAS;42;seguridad;0;previo;0;desvio;0;8085
27711;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;18;desvio;0;8086
27715;0;;0;;;compania;0;tiempo;0;NAS;82;seguridad;0;previo;0;desvio;0;8087
27716;0;;0;;;compania;0;tiempo;0;NAS;126;seguridad;0;previo;0;desvio;0;8088
27724;0;;0;;;compania;0;tiempo;0;NAS;18;seguridad;0;previo;0;desvio;0;8089
27726;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;25;desvio;0;8090
27730;0;;0;;;compania;0;tiempo;0;NAS;36;seguridad;0;previo;0;desvio;0;8091
27734;0;;0;;;compania;13;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;8092
27734;0;;0;;;compania;0;tiempo;0;NAS;2;seguridad;0;previo;0;desvio;0;8093
27735;0;;0;;;compania;3;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;8094
27735;0;;0;;;compania;0;tiempo;0;NAS;20;seguridad;0;previo;0;desvio;0;8095
27736;0;;0;;;compania;0;tiempo;0;NAS;49;seguridad;0;previo;0;desvio;0;8096
27736;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;2;desvio;0;8097
27738;0;;0;;;compania;0;tiempo;0;NAS;9;seguridad;0;previo;0;desvio;0;8098
27738;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;19;desvio;0;8099
27739;0;;0;;;compania;3;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;8100
27739;0;;0;;;compania;0;tiempo;0;NAS;24;seguridad;0;previo;0;desvio;0;8101
27751;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;36;desvio;0;8102
27753;0;;0;;;compania;5;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;8103
27753;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;17;desvio;0;8104
27757;0;;0;;;compania;9;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;8105
27757;0;;0;;;compania;0;tiempo;0;NAS;2;seguridad;0;previo;0;desvio;0;8106
27757;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;61;desvio;0;8107
27763;0;;0;;;compania;0;tiempo;0;NAS;5;seguridad;0;previo;0;desvio;0;8108
27763;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;28;desvio;0;8109
27789;0;;0;;;compania;10;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;8110
27789;0;;0;;;compania;0;tiempo;0;NAS;7;seguridad;0;previo;0;desvio;0;8111
27789;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;15;desvio;0;8112
27808;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;20;desvio;0;8113
27816;0;;0;;;compania;0;tiempo;0;NAS;56;seguridad;0;previo;0;desvio;0;8114
27820;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;32;desvio;0;8115
27837;0;;0;;;compania;0;tiempo;0;NAS;23;seguridad;0;previo;0;desvio;0;8116
27837;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;5;desvio;0;8117
27875;0;;0;;;compania;0;tiempo;0;NAS;70;seguridad;0;previo;0;desvio;0;8118
27880;0;;0;;;compania;0;tiempo;0;NAS;7;seguridad;0;previo;0;desvio;0;8119
27880;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;30;desvio;0;8120
27883;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;30;desvio;0;8121
27892;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;22;desvio;0;8122
27895;0;;0;;;compania;133;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;8123
27897;0;;0;;;compania;34;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;8124
27897;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;24;desvio;0;8125
27900;0;;0;;;compania;0;tiempo;0;NAS;2;seguridad;0;previo;0;desvio;0;8126
27900;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;21;desvio;0;8127
27903;0;;0;;;compania;28;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;8128
27903;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;11;desvio;0;8129
27909;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;62;desvio;0;8130
27913;0;;0;;;compania;0;tiempo;0;NAS;10;seguridad;0;previo;0;desvio;0;8131
27913;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;86;desvio;0;8132
27914;0;;0;;;compania;0;tiempo;0;NAS;6;seguridad;0;previo;0;desvio;0;8133
27914;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;128;desvio;0;8134
27915;0;;0;;;compania;1;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;8135
27915;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;127;desvio;0;8136
27916;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;86;desvio;0;8137
27925;0;;0;;;compania;95;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;8138
27925;0;;0;;;compania;0;tiempo;0;NAS;12;seguridad;0;previo;0;desvio;0;8139
27938;0;;0;;;compania;0;tiempo;0;NAS;1;seguridad;0;previo;0;desvio;0;8140
27938;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;64;desvio;0;8141
27939;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;83;desvio;0;8142
27944;0;;0;;;compania;0;tiempo;0;NAS;15;seguridad;0;previo;0;desvio;0;8143
27947;0;;0;;;compania;18;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;8144
27948;0;;0;;;compania;0;tiempo;0;NAS;3;seguridad;0;previo;0;desvio;0;8145
27948;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;18;desvio;0;8146
27951;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;17;desvio;0;8147
27956;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;125;desvio;0;8148
27957;0;;0;;;compania;0;tiempo;0;NAS;2;seguridad;0;previo;0;desvio;0;8149
27957;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;98;desvio;0;8150
27959;0;;0;;;compania;0;tiempo;0;NAS;20;seguridad;0;previo;0;desvio;0;8151
27961;0;;0;;;compania;25;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;8152
27965;0;;0;;;compania;0;tiempo;0;NAS;76;seguridad;0;previo;0;desvio;0;8153
27977;0;;0;;;compania;0;tiempo;0;NAS;35;seguridad;0;previo;0;desvio;0;8154
27977;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;5;desvio;0;8155
27978;0;;0;;;compania;0;tiempo;0;NAS;27;seguridad;0;previo;0;desvio;0;8156
27986;0;;0;;;compania;0;tiempo;0;NAS;31;seguridad;0;previo;0;desvio;0;8157
27986;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;1;desvio;0;8158
27998;0;;0;;;compania;47;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;8159
28001;0;;0;;;compania;0;tiempo;0;NAS;6;seguridad;0;previo;0;desvio;0;8160
28001;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;51;desvio;0;8161

28013;0;;0;;;compania;47;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;8163
28013;0;;0;;;compania;0;tiempo;0;NAS;7;seguridad;0;previo;0;desvio;0;8164
28019;0;;0;;;compania;33;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;8165
28019;0;;0;;;compania;0;tiempo;0;NAS;9;seguridad;0;previo;0;desvio;0;8166
28020;0;;0;;;compania;0;tiempo;0;NAS;36;seguridad;0;previo;0;desvio;0;8167
28020;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;42;desvio;0;8168
28024;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;41;desvio;0;8169
28036;0;;0;;;compania;0;tiempo;0;NAS;63;seguridad;0;previo;0;desvio;0;8170
28036;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;3;desvio;0;8171
28039;0;;0;;;compania;27;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;8172
28039;0;;0;;;compania;0;tiempo;0;NAS;5;seguridad;0;previo;0;desvio;0;8173
28043;0;;0;;;compania;0;tiempo;0;NAS;5;seguridad;0;previo;0;desvio;0;8174
