flightNum;cancelled;cancellationName;diverted;div1airport;div2airport;compania;carrierDelay;tiempo;weatherDelay;NAS;nasDelay;seguridad;securityDelay;previo;lateAircraftDelay;desvio;divArrDelay;idIncidencia
11770;0;;0;;;compania;2;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;3757
11770;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;93;desvio;0;3758
11772;0;;0;;;compania;19;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;3759
11772;0;;0;;;compania;0;tiempo;0;NAS;7;seguridad;0;previo;0;desvio;0;3760
11779;0;;0;;;compania;8;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;3761
11779;0;;0;;;compania;0;tiempo;0;NAS;19;seguridad;0;previo;0;desvio;0;3762
11782;0;;0;;;compania;0;tiempo;0;NAS;10;seguridad;0;previo;0;desvio;0;3763
11782;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;23;desvio;0;3764
11793;0;;0;;;compania;0;tiempo;0;NAS;31;seguridad;0;previo;0;desvio;0;3765
11798;0;;0;;;compania;0;tiempo;0;NAS;15;seguridad;0;previo;0;desvio;0;3766
11807;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;22;desvio;0;3767
11814;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;15;desvio;0;3768
11815;0;;0;;;compania;0;tiempo;0;NAS;5;seguridad;0;previo;0;desvio;0;3769
11815;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;13;desvio;0;3770
11818;0;;0;;;compania;0;tiempo;0;NAS;13;seguridad;0;previo;0;desvio;0;3771
11818;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;8;desvio;0;3772
11827;0;;0;;;compania;21;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;3773
11831;0;;0;;;compania;0;tiempo;0;NAS;14;seguridad;0;previo;0;desvio;0;3774
11831;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;21;desvio;0;3775
11833;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;48;desvio;0;3776
11834;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;20;desvio;0;3777
11853;0;;0;;;compania;22;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;3778
11861;0;;0;;;compania;25;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;3779
11861;0;;0;;;compania;0;tiempo;0;NAS;12;seguridad;0;previo;0;desvio;0;3780
11862;0;;0;;;compania;10;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;3781
11862;0;;0;;;compania;0;tiempo;0;NAS;6;seguridad;0;previo;0;desvio;0;3782
11862;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;19;desvio;0;3783
11863;0;;0;;;compania;12;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;3784
11863;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;3;desvio;0;3785
11865;0;;0;;;compania;77;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;3786
11865;0;;0;;;compania;0;tiempo;0;NAS;27;seguridad;0;previo;0;desvio;0;3787
11868;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;15;desvio;0;3788
11870;0;;0;;;compania;14;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;3789
11870;0;;0;;;compania;0;tiempo;0;NAS;8;seguridad;0;previo;0;desvio;0;3790
11875;0;;0;;;compania;0;tiempo;0;NAS;29;seguridad;0;previo;0;desvio;0;3791
11877;0;;0;;;compania;13;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;3792
11877;0;;0;;;compania;0;tiempo;0;NAS;25;seguridad;0;previo;0;desvio;0;3793
11880;0;;0;;;compania;0;tiempo;0;NAS;20;seguridad;0;previo;0;desvio;0;3794
11881;0;;0;;;compania;9;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;3795
11881;0;;0;;;compania;0;tiempo;0;NAS;71;seguridad;0;previo;0;desvio;0;3796
11883;0;;0;;;compania;128;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;3797
11883;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;10;desvio;0;3798
11885;0;;0;;;compania;64;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;3799
11889;0;;0;;;compania;150;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;3800
11890;0;;0;;;compania;0;tiempo;0;NAS;30;seguridad;0;previo;0;desvio;0;3801
11892;0;;0;;;compania;0;tiempo;0;NAS;20;seguridad;0;previo;0;desvio;0;3802
11895;0;;0;;;compania;92;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;3803
11902;0;;0;;;compania;18;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;3804
11902;0;;0;;;compania;0;tiempo;0;NAS;8;seguridad;0;previo;0;desvio;0;3805
11914;0;;0;;;compania;0;tiempo;0;NAS;8;seguridad;0;previo;0;desvio;0;3806
11914;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;7;desvio;0;3807
11915;0;;0;;;compania;60;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;3808
11918;0;;0;;;compania;0;tiempo;0;NAS;18;seguridad;0;previo;0;desvio;0;3809
11920;0;;0;;;compania;22;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;3810
11920;0;;0;;;compania;0;tiempo;0;NAS;7;seguridad;0;previo;0;desvio;0;3811
11926;0;;0;;;compania;0;tiempo;0;NAS;2;seguridad;0;previo;0;desvio;0;3812
11926;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;20;desvio;0;3813
11929;0;;0;;;compania;14;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;3814
11929;0;;0;;;compania;0;tiempo;0;NAS;4;seguridad;0;previo;0;desvio;0;3815
11930;0;;0;;;compania;0;tiempo;0;NAS;25;seguridad;0;previo;0;desvio;0;3816
11940;0;;0;;;compania;13;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;3817
11940;0;;0;;;compania;0;tiempo;0;NAS;9;seguridad;0;previo;0;desvio;0;3818
11945;0;;0;;;compania;5;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;3819
11945;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;15;desvio;0;3820
11946;0;;0;;;compania;0;tiempo;0;NAS;15;seguridad;0;previo;0;desvio;0;3821
11953;0;;0;;;compania;40;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;3822
11954;0;;0;;;compania;0;tiempo;0;NAS;20;seguridad;0;previo;0;desvio;0;3823
11963;0;;0;;;compania;0;tiempo;0;NAS;23;seguridad;0;previo;0;desvio;0;3824
11967;0;;0;;;compania;0;tiempo;0;NAS;17;seguridad;0;previo;0;desvio;0;3825
11971;0;;0;;;compania;0;tiempo;0;NAS;18;seguridad;0;previo;0;desvio;0;3826
11982;0;;0;;;compania;0;tiempo;0;NAS;15;seguridad;0;previo;0;desvio;0;3827
11983;0;;0;;;compania;10;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;3828
11983;0;;0;;;compania;0;tiempo;0;NAS;15;seguridad;0;previo;0;desvio;0;3829
11987;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;46;desvio;0;3830
12005;0;;0;;;compania;18;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;3831
12005;0;;0;;;compania;0;tiempo;0;NAS;6;seguridad;0;previo;0;desvio;0;3832
12008;0;;0;;;compania;0;tiempo;0;NAS;43;seguridad;0;previo;0;desvio;0;3833
12021;0;;0;;;compania;0;tiempo;0;NAS;26;seguridad;0;previo;0;desvio;0;3834
12031;0;;0;;;compania;16;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;3835
12031;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;12;desvio;0;3836
12036;0;;0;;;compania;12;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;3837
12036;0;;0;;;compania;0;tiempo;0;NAS;12;seguridad;0;previo;0;desvio;0;3838
12038;0;;0;;;compania;23;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;3839
12038;0;;0;;;compania;0;tiempo;0;NAS;2;seguridad;0;previo;0;desvio;0;3840
12038;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;32;desvio;0;3841
12039;0;;0;;;compania;0;tiempo;0;NAS;24;seguridad;0;previo;0;desvio;0;3842
12040;0;;0;;;compania;6;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;3843
12040;0;;0;;;compania;0;tiempo;0;NAS;5;seguridad;0;previo;0;desvio;0;3844
12040;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;7;desvio;0;3845
12052;0;;0;;;compania;25;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;3846
12052;0;;0;;;compania;0;tiempo;0;NAS;7;seguridad;0;previo;0;desvio;0;3847
12054;0;;0;;;compania;22;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;3848
12054;0;;0;;;compania;0;tiempo;0;NAS;2;seguridad;0;previo;0;desvio;0;3849
12054;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;16;desvio;0;3850
12064;0;;0;;;compania;0;tiempo;0;NAS;29;seguridad;0;previo;0;desvio;0;3851
12067;0;;0;;;compania;0;tiempo;0;NAS;30;seguridad;0;previo;0;desvio;0;3852
12068;0;;0;;;compania;31;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;3853
12068;0;;0;;;compania;0;tiempo;0;NAS;1;seguridad;0;previo;0;desvio;0;3854
12068;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;21;desvio;0;3855
12082;0;;0;;;compania;0;tiempo;0;NAS;17;seguridad;0;previo;0;desvio;0;3856
12083;0;;0;;;compania;0;tiempo;0;NAS;4;seguridad;0;previo;0;desvio;0;3857
12083;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;13;desvio;0;3858
12087;0;;0;;;compania;25;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;3859
12087;0;;0;;;compania;0;tiempo;0;NAS;2;seguridad;0;previo;0;desvio;0;3860
12096;0;;0;;;compania;0;tiempo;0;NAS;9;seguridad;0;previo;0;desvio;0;3861
12096;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;11;desvio;0;3862

12103;0;;0;;;compania;0;tiempo;0;NAS;15;seguridad;0;previo;0;desvio;0;3864
12107;0;;0;;;compania;0;tiempo;0;NAS;17;seguridad;0;previo;0;desvio;0;3865
12108;0;;0;;;compania;0;tiempo;0;NAS;1;seguridad;0;previo;0;desvio;0;3866
12108;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;14;desvio;0;3867
12110;0;;0;;;compania;50;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;3868
12115;0;;0;;;compania;72;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;3869
12115;0;;0;;;compania;0;tiempo;0;NAS;2;seguridad;0;previo;0;desvio;0;3870
12125;0;;0;;;compania;11;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;3871
12125;0;;0;;;compania;0;tiempo;0;NAS;18;seguridad;0;previo;0;desvio;0;3872
12125;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;18;desvio;0;3873
12126;0;;0;;;compania;0;tiempo;0;NAS;15;seguridad;0;previo;0;desvio;0;3874
12143;0;;0;;;compania;0;tiempo;0;NAS;18;seguridad;0;previo;0;desvio;0;3875
12144;0;;0;;;compania;58;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;3876
12144;0;;0;;;compania;0;tiempo;0;NAS;12;seguridad;0;previo;0;desvio;0;3877
12147;0;;0;;;compania;0;tiempo;0;NAS;16;seguridad;0;previo;0;desvio;0;3878
12148;0;;0;;;compania;33;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;3879
12157;0;;0;;;compania;0;tiempo;0;NAS;25;seguridad;0;previo;0;desvio;0;3880
12160;0;;0;;;compania;0;tiempo;0;NAS;7;seguridad;0;previo;0;desvio;0;3881
12160;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;14;desvio;0;3882

12168;0;;0;;;compania;0;tiempo;0;NAS;37;seguridad;0;previo;0;desvio;0;3884
12176;0;;0;;;compania;10;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;3885
12176;0;;0;;;compania;0;tiempo;0;NAS;11;seguridad;0;previo;0;desvio;0;3886
12188;0;;0;;;compania;0;tiempo;0;NAS;17;seguridad;0;previo;0;desvio;0;3887
12200;0;;0;;;compania;175;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;3888
12202;0;;0;;;compania;144;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;3889
12212;0;;0;;;compania;36;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;3890
12224;0;;0;;;compania;81;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;3891
12224;0;;0;;;compania;0;tiempo;0;NAS;4;seguridad;0;previo;0;desvio;0;3892
12228;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;21;desvio;0;3893
12239;0;;0;;;compania;48;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;3894
12239;0;;0;;;compania;0;tiempo;0;NAS;4;seguridad;0;previo;0;desvio;0;3895
12252;0;;0;;;compania;12;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;3896
12252;0;;0;;;compania;0;tiempo;0;NAS;7;seguridad;0;previo;0;desvio;0;3897
12252;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;3;desvio;0;3898
12260;0;;0;;;compania;0;tiempo;0;NAS;15;seguridad;0;previo;0;desvio;0;3899
12261;0;;0;;;compania;6;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;3900
12261;0;;0;;;compania;0;tiempo;0;NAS;19;seguridad;0;previo;0;desvio;0;3901
12272;0;;0;;;compania;0;tiempo;0;NAS;10;seguridad;0;previo;0;desvio;0;3902
12272;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;9;desvio;0;3903
12273;0;;0;;;compania;15;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;3904
12273;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;16;desvio;0;3905
12280;0;;0;;;compania;11;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;3906
12280;0;;0;;;compania;0;tiempo;0;NAS;4;seguridad;0;previo;0;desvio;0;3907
12287;0;;0;;;compania;31;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;3908
12288;0;;0;;;compania;128;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;3909
12293;0;;0;;;compania;0;tiempo;0;NAS;27;seguridad;0;previo;0;desvio;0;3910
12294;0;;0;;;compania;3;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;3911
12294;0;;0;;;compania;0;tiempo;0;NAS;22;seguridad;0;previo;0;desvio;0;3912
12294;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;10;desvio;0;3913
12295;0;;0;;;compania;0;tiempo;0;NAS;19;seguridad;0;previo;0;desvio;0;3914
12298;0;;0;;;compania;19;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;3915
12298;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;19;desvio;0;3916
12301;0;;0;;;compania;0;tiempo;0;NAS;6;seguridad;0;previo;0;desvio;0;3917
12301;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;9;desvio;0;3918
12303;0;;0;;;compania;0;tiempo;0;NAS;22;seguridad;0;previo;0;desvio;0;3919
12303;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;10;desvio;0;3920
12308;0;;0;;;compania;0;tiempo;0;NAS;21;seguridad;0;previo;0;desvio;0;3921
12310;0;;0;;;compania;3;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;3922
12310;0;;0;;;compania;0;tiempo;0;NAS;1;seguridad;0;previo;0;desvio;0;3923
12310;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;11;desvio;0;3924
12314;0;;0;;;compania;46;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;3925
12314;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;12;desvio;0;3926
12318;0;;0;;;compania;0;tiempo;0;NAS;11;seguridad;0;previo;0;desvio;0;3927
12318;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;16;desvio;0;3928
12335;0;;0;;;compania;15;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;3929
12335;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;7;desvio;0;3930
12352;0;;0;;;compania;20;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;3931
12352;0;;0;;;compania;0;tiempo;0;NAS;4;seguridad;0;previo;0;desvio;0;3932
12352;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;10;desvio;0;3933
12355;0;;0;;;compania;29;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;3934
12355;0;;0;;;compania;0;tiempo;0;NAS;8;seguridad;0;previo;0;desvio;0;3935
12360;0;;0;;;compania;170;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;3936
12360;0;;0;;;compania;0;tiempo;0;NAS;5;seguridad;0;previo;0;desvio;0;3937
12361;0;;0;;;compania;0;tiempo;0;NAS;16;seguridad;0;previo;0;desvio;0;3938
12364;0;;0;;;compania;26;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;3939
12364;0;;0;;;compania;0;tiempo;0;NAS;3;seguridad;0;previo;0;desvio;0;3940
12365;0;;0;;;compania;0;tiempo;0;NAS;16;seguridad;0;previo;0;desvio;0;3941
12369;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;161;desvio;0;3942
12377;0;;0;;;compania;11;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;3943
12377;0;;0;;;compania;0;tiempo;0;NAS;10;seguridad;0;previo;0;desvio;0;3944
12377;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;1;desvio;0;3945
12381;0;;0;;;compania;0;tiempo;0;NAS;18;seguridad;0;previo;0;desvio;0;3946
12382;0;;0;;;compania;102;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;3947
12396;0;;0;;;compania;23;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;3948
12397;0;;0;;;compania;17;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;3949
12397;0;;0;;;compania;0;tiempo;0;NAS;5;seguridad;0;previo;0;desvio;0;3950
12398;0;;0;;;compania;19;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;3951
12398;0;;0;;;compania;0;tiempo;0;NAS;7;seguridad;0;previo;0;desvio;0;3952
12400;0;;0;;;compania;0;tiempo;0;NAS;17;seguridad;0;previo;0;desvio;0;3953
12402;0;;0;;;compania;31;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;3954
12408;0;;0;;;compania;0;tiempo;0;NAS;28;seguridad;0;previo;0;desvio;0;3955
12414;0;;0;;;compania;15;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;3956
12414;0;;0;;;compania;0;tiempo;0;NAS;13;seguridad;0;previo;0;desvio;0;3957
12415;0;;0;;;compania;0;tiempo;0;NAS;4;seguridad;0;previo;0;desvio;0;3958
12415;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;27;desvio;0;3959
12417;0;;0;;;compania;0;tiempo;0;NAS;19;seguridad;0;previo;0;desvio;0;3960
12423;0;;0;;;compania;1;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;3961
12423;0;;0;;;compania;0;tiempo;0;NAS;18;seguridad;0;previo;0;desvio;0;3962
12423;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;18;desvio;0;3963
12432;0;;0;;;compania;0;tiempo;0;NAS;38;seguridad;0;previo;0;desvio;0;3964
12434;0;;0;;;compania;80;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;3965
12434;0;;0;;;compania;0;tiempo;0;NAS;5;seguridad;0;previo;0;desvio;0;3966
12435;0;;0;;;compania;0;tiempo;0;NAS;24;seguridad;0;previo;0;desvio;0;3967
12436;0;;0;;;compania;24;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;3968
12436;0;;0;;;compania;0;tiempo;0;NAS;29;seguridad;0;previo;0;desvio;0;3969
12457;0;;0;;;compania;79;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;3970
12458;0;;0;;;compania;0;tiempo;0;NAS;15;seguridad;0;previo;0;desvio;0;3971
12459;0;;0;;;compania;70;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;3972
12465;0;;0;;;compania;205;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;3973
12470;0;;0;;;compania;70;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;3974
12470;0;;0;;;compania;0;tiempo;0;NAS;14;seguridad;0;previo;0;desvio;0;3975
12474;0;;0;;;compania;0;tiempo;0;NAS;26;seguridad;0;previo;0;desvio;0;3976
12479;0;;0;;;compania;0;tiempo;0;NAS;17;seguridad;0;previo;0;desvio;0;3977
12484;0;;0;;;compania;0;tiempo;0;NAS;19;seguridad;0;previo;0;desvio;0;3978
12484;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;13;desvio;0;3979
12490;0;;0;;;compania;0;tiempo;0;NAS;28;seguridad;0;previo;0;desvio;0;3980
12492;0;;0;;;compania;0;tiempo;0;NAS;23;seguridad;0;previo;0;desvio;0;3981

12497;0;;0;;;compania;0;tiempo;0;NAS;67;seguridad;0;previo;0;desvio;0;3983
12515;0;;0;;;compania;0;tiempo;0;NAS;2;seguridad;0;previo;0;desvio;0;3984
12515;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;68;desvio;0;3985
12516;0;;0;;;compania;0;tiempo;0;NAS;17;seguridad;0;previo;0;desvio;0;3986
12517;0;;0;;;compania;24;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;3987
12517;0;;0;;;compania;0;tiempo;0;NAS;18;seguridad;0;previo;0;desvio;0;3988
12518;0;;0;;;compania;0;tiempo;0;NAS;23;seguridad;0;previo;0;desvio;0;3989
12521;0;;0;;;compania;0;tiempo;0;NAS;25;seguridad;0;previo;0;desvio;0;3990
12524;0;;0;;;compania;37;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;3991
12524;0;;0;;;compania;0;tiempo;0;NAS;6;seguridad;0;previo;0;desvio;0;3992
12535;0;;0;;;compania;18;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;3993
12535;0;;0;;;compania;0;tiempo;0;NAS;14;seguridad;0;previo;0;desvio;0;3994
12542;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;16;desvio;0;3995
12544;0;;0;;;compania;0;tiempo;0;NAS;18;seguridad;0;previo;0;desvio;0;3996
12550;0;;0;;;compania;0;tiempo;0;NAS;18;seguridad;0;previo;0;desvio;0;3997
12551;0;;0;;;compania;0;tiempo;0;NAS;31;seguridad;0;previo;0;desvio;0;3998
12551;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;35;desvio;0;3999
12555;0;;0;;;compania;0;tiempo;0;NAS;15;seguridad;0;previo;0;desvio;0;4000
12561;0;;0;;;compania;0;tiempo;0;NAS;17;seguridad;0;previo;0;desvio;0;4001
12564;0;;0;;;compania;0;tiempo;0;NAS;41;seguridad;0;previo;0;desvio;0;4002
12565;0;;0;;;compania;0;tiempo;0;NAS;16;seguridad;0;previo;0;desvio;0;4003
12569;0;;0;;;compania;0;tiempo;0;NAS;16;seguridad;0;previo;0;desvio;0;4004
12571;0;;0;;;compania;3;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;4005
12571;0;;0;;;compania;0;tiempo;0;NAS;21;seguridad;0;previo;0;desvio;0;4006
12571;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;15;desvio;0;4007
12574;0;;0;;;compania;8;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;4008
12574;0;;0;;;compania;0;tiempo;0;NAS;9;seguridad;0;previo;0;desvio;0;4009
12585;0;;0;;;compania;18;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;4010
12589;0;;0;;;compania;0;tiempo;0;NAS;23;seguridad;0;previo;0;desvio;0;4011
12602;0;;0;;;compania;0;tiempo;0;NAS;29;seguridad;0;previo;0;desvio;0;4012
12603;0;;0;;;compania;3;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;4013
12603;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;26;desvio;0;4014

12612;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;144;4016

12613;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;132;4018

12614;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;183;4020
12620;0;;0;;;compania;14;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;4021
12620;0;;0;;;compania;0;tiempo;0;NAS;18;seguridad;0;previo;0;desvio;0;4022
12625;0;;0;;;compania;10;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;4023
12625;0;;0;;;compania;0;tiempo;0;NAS;3;seguridad;0;previo;0;desvio;0;4024
12625;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;32;desvio;0;4025
12630;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;27;desvio;0;4026
12631;0;;0;;;compania;0;tiempo;0;NAS;3;seguridad;0;previo;0;desvio;0;4027
12631;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;22;desvio;0;4028
12638;0;;0;;;compania;15;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;4029
12638;0;;0;;;compania;0;tiempo;7;NAS;0;seguridad;0;previo;0;desvio;0;4030
12638;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;1;desvio;0;4031
12642;0;;0;;;compania;0;tiempo;0;NAS;2;seguridad;0;previo;0;desvio;0;4032
12642;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;18;desvio;0;4033
12644;0;;0;;;compania;17;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;4034
12644;0;;0;;;compania;0;tiempo;0;NAS;15;seguridad;0;previo;0;desvio;0;4035
12644;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;17;desvio;0;4036
12647;0;;0;;;compania;0;tiempo;0;NAS;16;seguridad;0;previo;0;desvio;0;4037
12647;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;10;desvio;0;4038
12650;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;16;desvio;0;4039
12656;0;;0;;;compania;27;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;4040
12656;0;;0;;;compania;0;tiempo;0;NAS;5;seguridad;0;previo;0;desvio;0;4041

12661;0;;0;;;compania;62;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;4043
12663;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;59;desvio;0;4044
12670;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;22;desvio;0;4045
12671;0;;0;;;compania;11;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;0;4046
