causa();duracion(carrierDelay/weatherDelay/Retraso NASDelay/securityDelay/lateAircraftDelay/divArrDelay);idIncidencia();
Retraso NAS;50;1015;
Retraso NAS;40;1016;
Retraso NAS;53;1017;
Retraso NAS;47;1018;
Retraso Previo;29;1019;
Retraso Compagnia;19;1020;
Retraso Meteorologico;3;1021;
Retraso Previo;17;1022;
Retraso Previo;21;1023;
Retraso NAS;58;1024;
Retraso NAS;24;1025;
Retraso Previo;19;1026;
Retraso Compagnia;15;1027;
Retraso Compagnia;54;1028;
Retraso NAS;19;1029;
Retraso Compagnia;160;1030;
Retraso Previo;11;1031;
Retraso NAS;17;1032;
Retraso NAS;38;1033;
Retraso NAS;20;1034;
Retraso Compagnia;85;1035;
Retraso Compagnia;111;1036;
Retraso Previo;3;1037;
Retraso Compagnia;10;1038;
Retraso NAS;6;1039;
Retraso Previo;5;1040;
Retraso Compagnia;25;1041;
Retraso Compagnia;39;1042;
Retraso Compagnia;50;1043;
Retraso NAS;7;1044;
Retraso Compagnia;4;1045;
Retraso Previo;29;1046;
Retraso Compagnia;8;1047;
Retraso NAS;15;1048;
Retraso NAS;19;1049;
Retraso Compagnia;25;1050;
Retraso Meteorologico;25;1051;
Retraso Previo;18;1052;
Retraso NAS;21;1053;
Retraso NAS;16;1054;
Retraso Compagnia;22;1055;
Retraso NAS;28;1056;
Retraso NAS;16;1058;
Retraso Compagnia;4;1059;
Retraso Previo;35;1060;
Retraso NAS;6;1061;
Retraso Previo;51;1062;
Retraso NAS;19;1063;
Retraso Previo;15;1064;
Retraso Compagnia;116;1065;
Retraso NAS;6;1066;
Retraso Previo;26;1067;
Retraso NAS;13;1068;
Retraso Previo;10;1069;
Retraso NAS;20;1070;
Retraso Compagnia;4;1071;
Retraso Previo;21;1072;
Retraso Compagnia;41;1073;
Retraso NAS;11;1074;
Retraso Previo;107;1075;
Retraso Compagnia;37;1076;
Retraso Compagnia;17;1077;
Retraso NAS;21;1078;
Retraso NAS;24;1079;
Retraso NAS;15;1080;
Retraso NAS;86;1081;
Retraso NAS;63;1082;
Retraso NAS;25;1083;
Retraso Compagnia;83;1084;
Retraso Compagnia;20;1085;
Retraso NAS;8;1086;
Retraso NAS;68;1087;
Retraso Compagnia;46;1088;
Retraso Previo;4;1089;
Retraso Compagnia;70;1090;
Retraso Compagnia;1;1091;
Retraso NAS;3;1092;
Retraso Previo;64;1093;
Retraso Compagnia;5;1094;
Retraso Previo;19;1095;
Retraso NAS;22;1096;
Retraso Previo;32;1097;
Retraso NAS;52;1098;
Retraso Previo;9;1099;
Retraso NAS;24;1100;
Retraso Previo;27;1101;
Retraso NAS;52;1102;
Retraso NAS;66;1103;
Retraso Compagnia;13;1104;
Retraso NAS;12;1105;
Retraso Previo;33;1106;
Retraso Previo;26;1107;
Retraso Compagnia;35;1108;
Retraso Meteorologico;6;1109;
Retraso Previo;72;1110;
Retraso Compagnia;14;1111;
Retraso NAS;15;1112;
Retraso NAS;46;1113;
Retraso NAS;18;1114;
Retraso NAS;28;1115;
Retraso Compagnia;75;1116;
Retraso Previo;24;1117;
Retraso Compagnia;26;1118;
Retraso NAS;59;1119;
Retraso Previo;35;1120;
Retraso NAS;61;1121;
Retraso Compagnia;54;1122;
Retraso Compagnia;6;1123;
Retraso NAS;9;1124;
Retraso Previo;6;1125;
Retraso Compagnia;1;1126;
Retraso NAS;8;1127;
Retraso Previo;9;1128;
Retraso NAS;21;1129;
Retraso NAS;24;1130;
Retraso NAS;69;1131;
Retraso NAS;32;1132;
Retraso NAS;24;1133;
Retraso Previo;2;1134;
Retraso NAS;7;1135;
Retraso Previo;17;1136;
Retraso NAS;13;1137;
Retraso Previo;29;1138;
Retraso Previo;18;1139;
Retraso Meteorologico;4;1140;
Retraso NAS;18;1141;
Retraso Previo;19;1142;
Retraso Compagnia;8;1143;
Retraso NAS;30;1144;
Retraso Previo;7;1145;
Retraso Compagnia;8;1146;
Retraso NAS;14;1147;
Retraso NAS;6;1148;
Retraso Previo;9;1149;
Retraso Compagnia;41;1150;
Retraso NAS;12;1151;
Retraso Compagnia;58;1152;
Retraso NAS;20;1153;
Retraso NAS;34;1154;
Retraso Meteorologico;8;1155;
Retraso Previo;83;1156;
Retraso NAS;3;1157;
Retraso Previo;87;1158;
Retraso NAS;15;1159;
Retraso NAS;65;1160;
Retraso NAS;38;1161;
Retraso NAS;35;1162;
Retraso Compagnia;11;1163;
Retraso Previo;41;1164;
Retraso NAS;93;1165;
Retraso NAS;81;1166;
Retraso Compagnia;12;1167;
Retraso Previo;22;1168;
Retraso Compagnia;2;1169;
Retraso Previo;17;1170;
Retraso Compagnia;35;1171;
Retraso NAS;1;1172;
Retraso Compagnia;102;1173;
Retraso Previo;12;1174;
Retraso NAS;46;1175;
Retraso Previo;22;1176;
Retraso NAS;31;1177;
Retraso Previo;30;1178;
Retraso NAS;115;1179;
Retraso Previo;7;1180;
Retraso NAS;77;1181;
Retraso Compagnia;29;1182;
Retraso Compagnia;22;1183;
Retraso Previo;92;1184;
Retraso Compagnia;2;1185;
Retraso NAS;14;1186;
Retraso Previo;35;1187;
Retraso NAS;21;1188;
Retraso Compagnia;12;1189;
Retraso Previo;79;1190;
Retraso NAS;68;1191;
Retraso Previo;28;1192;
Retraso NAS;75;1193;
Retraso NAS;6;1194;
Retraso Previo;213;1195;
Retraso NAS;26;1196;
Retraso NAS;27;1197;
Retraso Compagnia;42;1198;
Retraso Compagnia;64;1199;
Retraso NAS;16;1200;
Retraso Compagnia;89;1201;
Retraso Previo;2;1202;
Retraso Compagnia;9;1203;
Retraso NAS;11;1204;
Retraso Previo;13;1205;
Retraso NAS;29;1206;
Retraso Compagnia;7;1207;
Retraso Previo;11;1208;
Retraso Compagnia;27;1209;
Retraso NAS;13;1210;
Retraso NAS;16;1211;
Retraso Compagnia;5;1212;
Retraso Previo;42;1213;
Retraso Compagnia;8;1214;
Retraso NAS;18;1215;
Retraso Previo;16;1216;
Retraso Compagnia;19;1217;
Retraso NAS;34;1218;
Retraso Compagnia;39;1219;
Retraso Meteorologico;7;1220;
Retraso Previo;64;1221;
Retraso Compagnia;82;1222;
Retraso Previo;62;1223;
Retraso Compagnia;59;1224;
Retraso NAS;1;1225;
Retraso Previo;42;1226;
Retraso NAS;60;1227;
Retraso Compagnia;11;1228;
Retraso NAS;4;1229;
Retraso Compagnia;20;1230;
Retraso NAS;3;1231;
Retraso NAS;24;1232;
Retraso NAS;23;1233;
Retraso Meteorologico;4;1234;
Retraso NAS;23;1235;
Retraso Previo;5;1236;
Retraso Meteorologico;9;1237;
Retraso Previo;9;1238;
Retraso NAS;67;1239;
Retraso NAS;60;1240;
Retraso Previo;29;1241;
Retraso NAS;60;1242;
Retraso Previo;75;1243;
Retraso NAS;21;1244;
Retraso Compagnia;32;1245;
Retraso Compagnia;6;1246;
Retraso NAS;9;1247;
Retraso Compagnia;22;1248;
Retraso Previo;26;1249;
Retraso NAS;21;1250;
Retraso NAS;18;1251;
Retraso NAS;10;1252;
Retraso Previo;6;1253;
Retraso NAS;133;1254;
Retraso NAS;81;1255;
Retraso Meteorologico;6;1256;
Retraso NAS;2;1257;
Retraso Previo;118;1258;
Retraso Previo;56;1259;
Retraso Compagnia;37;1260;
Retraso NAS;22;1261;
Retraso Previo;3;1262;
Retraso NAS;20;1263;
Retraso NAS;78;1264;
Retraso NAS;29;1265;
Retraso Compagnia;126;1266;
Retraso Previo;14;1267;
Retraso Compagnia;41;1268;
Retraso Compagnia;56;1269;
Retraso Compagnia;101;1270;
Retraso NAS;6;1271;
Retraso Compagnia;9;1272;
Retraso Previo;34;1273;
Retraso NAS;20;1274;
Retraso NAS;28;1275;
Retraso NAS;18;1276;
Retraso NAS;33;1277;
Retraso NAS;5;1278;
Retraso Previo;58;1279;
Retraso NAS;19;1280;
Retraso Meteorologico;37;1281;
Retraso Previo;55;1282;
Retraso Previo;44;1283;
Retraso NAS;16;1284;
Retraso Previo;88;1285;
Retraso NAS;81;1286;
Retraso NAS;3;1287;
Retraso Previo;35;1288;
Retraso Compagnia;64;1289;
Retraso NAS;5;1290;
Retraso Meteorologico;4;1291;
Retraso Previo;54;1292;
Retraso Compagnia;24;1293;
Retraso NAS;4;1294;
Retraso Previo;12;1295;
Retraso NAS;19;1296;
Retraso NAS;22;1297;
Retraso Compagnia;17;1298;
Retraso Compagnia;29;1299;
Retraso NAS;7;1300;
Retraso Compagnia;19;1301;
Retraso Compagnia;7;1302;
Retraso NAS;8;1303;
Retraso Compagnia;67;1304;
Retraso Previo;22;1305;
Retraso Compagnia;14;1306;
Retraso NAS;2;1307;
Retraso Previo;46;1308;
Retraso Compagnia;16;1309;
Retraso NAS;15;1310;
Retraso Previo;36;1311;
Retraso NAS;82;1312;
Retraso Compagnia;1;1313;
Retraso NAS;12;1314;
Retraso Previo;27;1315;
Retraso NAS;16;1316;
Retraso Compagnia;48;1317;
Retraso NAS;4;1318;
Retraso NAS;20;1319;
Retraso NAS;20;1320;
Retraso NAS;38;1321;
Retraso Compagnia;12;1322;
Retraso NAS;13;1323;
Retraso Previo;23;1324;
Retraso NAS;2;1325;
Retraso Previo;41;1326;
Retraso Compagnia;17;1327;
Retraso NAS;7;1328;
Retraso Previo;18;1329;
Retraso NAS;6;1330;
Retraso Previo;27;1331;
Retraso NAS;46;1332;
Retraso NAS;63;1333;
Retraso Compagnia;37;1334;
Retraso Compagnia;16;1335;
Retraso NAS;22;1336;
Retraso NAS;100;1337;
Retraso NAS;22;1338;
Retraso NAS;17;1339;
Retraso Previo;16;1340;
Retraso NAS;22;1341;
Retraso NAS;25;1342;
Retraso Compagnia;19;1343;
Retraso NAS;18;1344;
Retraso NAS;20;1345;
Retraso Compagnia;70;1346;
Retraso NAS;20;1347;
Retraso Compagnia;54;1348;
Retraso NAS;2;1349;
Retraso Previo;27;1350;
Retraso NAS;19;1351;
Retraso Previo;35;1352;
Retraso NAS;27;1353;
Retraso Previo;3;1354;
Retraso NAS;39;1355;
Retraso NAS;17;1356;
Retraso NAS;27;1357;
Retraso Previo;18;1358;
Retraso Compagnia;17;1359;
Retraso Previo;27;1360;
Retraso NAS;29;1361;
Retraso Previo;1;1362;
Retraso NAS;42;1363;
Retraso Meteorologico;6;1364;
Retraso Previo;10;1365;
Retraso NAS;3;1366;
Retraso Previo;12;1367;
Retraso Previo;33;1368;
Retraso Compagnia;34;1369;
Retraso Compagnia;2;1370;
Retraso Previo;13;1371;
Retraso NAS;26;1372;
Retraso NAS;15;1373;
Retraso Compagnia;48;1374;
Retraso NAS;36;1375;
Retraso NAS;106;1376;
Retraso Meteorologico;8;1377;
Retraso Previo;33;1378;
Retraso NAS;10;1379;
Retraso Previo;47;1380;
Retraso Previo;109;1381;
Retraso NAS;109;1382;
Retraso Previo;21;1383;
Retraso NAS;32;1384;
Retraso NAS;16;1385;
Retraso NAS;43;1386;
Retraso Meteorologico;8;1387;
Retraso NAS;2;1388;
Retraso Previo;72;1389;
Retraso Compagnia;23;1390;
Retraso Previo;57;1391;
Retraso NAS;87;1392;
Retraso NAS;89;1393;
Retraso Compagnia;65;1394;
Retraso Previo;67;1395;
Retraso Compagnia;10;1396;
Retraso NAS;18;1397;
Retraso Previo;38;1398;
Retraso Compagnia;23;1399;
Retraso NAS;8;1400;
Retraso Compagnia;5;1401;
Retraso Previo;34;1402;
Retraso Compagnia;7;1403;
Retraso Previo;20;1404;
Retraso Compagnia;5;1405;
Retraso Previo;50;1406;
Retraso Compagnia;4;1407;
Retraso Previo;38;1408;
Retraso Compagnia;4;1409;
Retraso NAS;6;1410;
Retraso Previo;56;1411;
Retraso Previo;82;1412;
Retraso Compagnia;8;1413;
Retraso Previo;69;1414;
Retraso NAS;3;1415;
Retraso Previo;39;1416;
Retraso Previo;42;1417;
Retraso NAS;15;1418;
Retraso NAS;75;1419;
Retraso Previo;11;1420;
Retraso NAS;45;1421;
Retraso Previo;10;1422;
Retraso NAS;28;1423;
Retraso Previo;99;1424;
Retraso NAS;20;1425;
Retraso Previo;50;1426;
Retraso NAS;15;1427;
Retraso Compagnia;14;1428;
Retraso Previo;5;1429;
Retraso NAS;17;1430;
Retraso NAS;20;1431;
Retraso NAS;30;1432;
Retraso NAS;47;1433;
Retraso Compagnia;150;1434;
Retraso NAS;6;1435;
Retraso NAS;20;1436;
Retraso Previo;18;1437;
Retraso Compagnia;23;1438;
Retraso NAS;2;1439;
Retraso Previo;24;1440;
Retraso NAS;17;1441;
Retraso NAS;15;1442;
Retraso NAS;37;1443;
Retraso NAS;103;1444;
Retraso NAS;96;1445;
Retraso Compagnia;1;1446;
Retraso Previo;43;1447;
Retraso Meteorologico;8;1448;
Retraso NAS;10;1449;
Retraso Previo;147;1450;
Retraso Compagnia;86;1451;
Retraso NAS;8;1452;
Retraso NAS;15;1453;
Retraso Compagnia;51;1454;
Retraso NAS;28;1455;
Retraso NAS;33;1456;
Retraso Compagnia;49;1457;
Retraso NAS;69;1458;
Retraso Previo;2;1459;
Retraso NAS;25;1460;
Retraso Compagnia;22;1461;
Retraso NAS;19;1462;
Retraso Compagnia;23;1463;
Retraso NAS;6;1464;
Retraso Compagnia;10;1465;
Retraso NAS;11;1466;
Retraso NAS;54;1468;
Retraso Meteorologico;7;1469;
Retraso Previo;33;1470;
Retraso NAS;31;1471;
Retraso Previo;16;1472;
Retraso Compagnia;7;1473;
Retraso NAS;13;1474;
Retraso Compagnia;31;1475;
Retraso NAS;32;1476;
Retraso Compagnia;3;1477;
Retraso Previo;67;1478;
Retraso NAS;15;1479;
Retraso NAS;18;1480;
Retraso Compagnia;20;1481;
Retraso Compagnia;10;1482;
Retraso NAS;5;1483;
Retraso NAS;33;1484;
Retraso Compagnia;10;1485;
Retraso NAS;12;1486;
Retraso Compagnia;13;1487;
Retraso NAS;14;1488;
Retraso Compagnia;24;1489;
Retraso NAS;1;1490;
Retraso NAS;21;1491;
Retraso Compagnia;8;1492;
Retraso NAS;10;1493;
Retraso Compagnia;140;1494;
Retraso NAS;30;1495;
Retraso Compagnia;12;1496;
Retraso NAS;16;1497;
Retraso Meteorologico;18;1498;
Retraso Previo;26;1499;
Retraso NAS;20;1500;
Retraso NAS;75;1501;
Retraso Previo;22;1502;
Retraso NAS;17;1503;
Retraso Compagnia;78;1504;
Retraso Previo;3;1505;
Retraso Compagnia;27;1506;
Retraso Compagnia;94;1507;
Retraso Compagnia;9;1508;
Retraso NAS;14;1509;
Retraso Previo;54;1510;
Retraso NAS;22;1511;
Retraso Compagnia;7;1512;
Retraso Previo;17;1513;
Retraso Previo;58;1514;
Retraso Compagnia;19;1515;
Retraso Compagnia;9;1516;
Retraso NAS;12;1517;
Retraso Previo;13;1518;
Retraso Compagnia;102;1519;
Retraso NAS;16;1520;
Retraso Previo;18;1521;
Retraso Meteorologico;9;1522;
Retraso NAS;9;1523;
Retraso Previo;9;1524;
Retraso NAS;16;1525;
Retraso Compagnia;27;1526;
Retraso NAS;15;1527;
Retraso NAS;59;1528;
Retraso NAS;3;1529;
Retraso Previo;128;1530;
Retraso Meteorologico;5;1531;
Retraso Previo;44;1532;
Retraso NAS;24;1534;
Retraso Compagnia;43;1535;
Retraso Meteorologico;9;1536;
Retraso Compagnia;7;1537;
Retraso Meteorologico;10;1538;
Retraso Previo;2;1539;
Retraso NAS;44;1540;
Retraso NAS;35;1541;
Retraso Compagnia;49;1542;
Retraso Previo;36;1543;
Retraso NAS;15;1544;
Retraso NAS;40;1545;
Retraso NAS;61;1546;
Retraso NAS;18;1547;
Retraso Previo;110;1548;
Retraso NAS;3;1549;
Retraso Previo;40;1550;
Retraso NAS;74;1551;
Retraso Compagnia;17;1552;
Retraso NAS;20;1553;
Retraso NAS;4;1554;
Retraso Previo;51;1555;
Retraso Meteorologico;6;1556;
Retraso Previo;96;1557;
Retraso NAS;5;1558;
Retraso Previo;73;1559;
Retraso NAS;84;1560;
Retraso NAS;83;1561;
Retraso NAS;15;1562;
Retraso NAS;100;1563;
Retraso Previo;9;1564;
Retraso NAS;115;1565;
Retraso NAS;136;1566;
Retraso NAS;109;1567;
Retraso NAS;103;1568;
Retraso NAS;30;1570;
Retraso Previo;12;1571;
Retraso NAS;17;1572;
Retraso Previo;1;1573;
Retraso NAS;12;1574;
Retraso Previo;39;1575;
Retraso NAS;28;1576;
Retraso Previo;6;1577;
Retraso Compagnia;9;1578;
Retraso NAS;11;1579;
Retraso Meteorologico;9;1580;
Retraso NAS;13;1581;
Retraso NAS;20;1582;
Retraso Compagnia;50;1583;
Retraso NAS;70;1584;
Retraso NAS;57;1585;
Retraso NAS;15;1586;
Retraso Compagnia;8;1587;
Retraso NAS;12;1588;
Retraso Compagnia;16;1589;
Retraso Compagnia;10;1590;
Retraso NAS;2;1591;
Retraso Previo;29;1592;
Retraso Compagnia;9;1593;
Retraso NAS;24;1594;
Retraso NAS;16;1595;
Retraso Compagnia;23;1596;
Retraso NAS;3;1597;
Retraso Previo;1;1598;
Retraso NAS;26;1599;
Retraso Previo;86;1600;
Retraso Compagnia;22;1601;
Retraso NAS;3;1602;
Retraso NAS;21;1603;
Retraso Compagnia;8;1604;
Retraso Previo;40;1605;
Retraso Compagnia;36;1606;
Retraso NAS;3;1607;
Retraso NAS;20;1608;
Retraso Compagnia;8;1609;
Retraso NAS;12;1610;
Retraso Compagnia;18;1611;
Retraso NAS;110;1612;
Retraso Compagnia;2;1613;
Retraso Previo;14;1614;
Retraso NAS;7;1615;
Retraso Previo;29;1616;
Retraso Compagnia;9;1617;
Retraso Previo;30;1618;
Retraso Compagnia;104;1619;
Retraso NAS;4;1620;
Retraso NAS;16;1621;
Retraso Compagnia;101;1622;
Retraso Compagnia;10;1623;
Retraso Previo;44;1624;
Retraso Previo;29;1625;
Retraso NAS;13;1626;
Retraso Previo;27;1627;
Retraso NAS;15;1628;
Retraso Compagnia;69;1629;
Retraso NAS;4;1630;
Retraso Compagnia;59;1631;
Retraso Previo;48;1632;
Retraso Compagnia;7;1633;
Retraso Previo;8;1634;
Retraso Previo;18;1635;
Retraso Previo;42;1636;
Retraso NAS;295;1637;
Retraso Previo;5;1638;
Retraso Desvio;128;1640;
Retraso Desvio;148;1642;
Retraso Desvio;61;1645;
Retraso NAS;22;1646;
Retraso NAS;23;1647;
Retraso Previo;12;1648;
Retraso Compagnia;34;1649;
Retraso NAS;7;1650;
Retraso NAS;15;1651;
Retraso Compagnia;7;1652;
Retraso NAS;33;1653;
Retraso NAS;20;1654;
Retraso Compagnia;103;1655;
Retraso NAS;9;1656;
Retraso Compagnia;46;1657;
Retraso Compagnia;55;1658;
Retraso Compagnia;316;1659;
Retraso Compagnia;19;1660;
Retraso Compagnia;26;1661;
Retraso NAS;20;1662;
Retraso NAS;17;1663;
Retraso Compagnia;134;1664;
Retraso NAS;17;1665;
Retraso Compagnia;19;1666;
Retraso Compagnia;51;1667;
Retraso Compagnia;85;1668;
Retraso NAS;28;1669;
Retraso NAS;35;1670;
Retraso NAS;21;1671;
Retraso Compagnia;40;1672;
Retraso Compagnia;48;1673;
Retraso NAS;11;1674;
Retraso NAS;31;1675;
Retraso Previo;31;1676;
Retraso NAS;18;1677;
Retraso Previo;59;1678;
Retraso Compagnia;14;1679;
Retraso NAS;12;1680;
Retraso Compagnia;8;1681;
Retraso NAS;8;1682;
Retraso Compagnia;47;1683;
Retraso NAS;22;1684;
Retraso Compagnia;12;1685;
Retraso NAS;1;1686;
Retraso Previo;95;1687;
Retraso Compagnia;17;1690;
Retraso NAS;1;1691;
Retraso Compagnia;46;1692;
Retraso Compagnia;38;1693;
Retraso NAS;3;1694;
Retraso NAS;7;1696;
Retraso Previo;33;1697;
Retraso Compagnia;22;1699;
Retraso NAS;4;1700;
Retraso Previo;69;1701;
Retraso NAS;3;1702;
Retraso Previo;71;1703;
Retraso Compagnia;10;1704;
Retraso Previo;60;1705;
Retraso Compagnia;3;1706;
Retraso NAS;3;1707;
Retraso Previo;69;1708;
Retraso Compagnia;7;1709;
Retraso Previo;73;1710;
Retraso Compagnia;22;1711;
Retraso Previo;187;1712;
Retraso Compagnia;19;1713;
Retraso NAS;14;1714;
Retraso Previo;163;1715;
Retraso Previo;125;1716;
Retraso Previo;52;1717;
Retraso Compagnia;19;1718;
Retraso NAS;12;1719;
Retraso Previo;29;1720;
Retraso NAS;32;1721;
Retraso Previo;19;1722;
Retraso Compagnia;70;1724;
Retraso NAS;2;1725;
Retraso Previo;63;1726;
Retraso NAS;2;1728;
Retraso Previo;13;1729;
Retraso NAS;1;1730;
Retraso Previo;44;1731;
Retraso Compagnia;248;1732;
Retraso NAS;7;1733;
Retraso Previo;219;1734;
Retraso Previo;239;1735;
Retraso NAS;16;1736;
Retraso Compagnia;316;1737;
Retraso Previo;304;1738;
Retraso Compagnia;19;1739;
Retraso Compagnia;148;1740;
Retraso Previo;304;1741;
Retraso Compagnia;17;1747;
Retraso NAS;5;1748;
Retraso NAS;26;1749;
Retraso Compagnia;27;1750;
Retraso NAS;7;1751;
Retraso NAS;3;1752;
Retraso Previo;139;1753;
Retraso Compagnia;37;1754;
Retraso Previo;104;1755;
Retraso Compagnia;103;1756;
Retraso NAS;1;1757;
Retraso Compagnia;35;1758;
Retraso Previo;15;1759;
Retraso NAS;1;1760;
Retraso Previo;122;1761;
Retraso NAS;13;1762;
Retraso Previo;131;1763;
Retraso NAS;1;1764;
Retraso Previo;110;1765;
Retraso Compagnia;1;1766;
Retraso Previo;137;1767;
Retraso Previo;24;1769;
Retraso Previo;50;1770;
Retraso NAS;16;1771;
Retraso NAS;18;1772;
Retraso Previo;9;1773;
Retraso NAS;21;1774;
Retraso Compagnia;56;1775;
Retraso NAS;1;1776;
Retraso NAS;35;1777;
Retraso NAS;20;1779;
Retraso Compagnia;7;1780;
Retraso NAS;83;1781;
Retraso NAS;49;1782;
Retraso Previo;80;1783;
Retraso Compagnia;85;1784;
Retraso Previo;72;1785;
Retraso Compagnia;15;1786;
Retraso NAS;36;1787;
Retraso Compagnia;93;1788;
Retraso Previo;82;1789;
Retraso NAS;15;1790;
Retraso Compagnia;79;1791;
Retraso NAS;23;1793;
Retraso Compagnia;24;1794;
Retraso Previo;56;1795;
Retraso NAS;46;1796;
Retraso Previo;32;1797;
Retraso NAS;53;1798;
Retraso NAS;35;1800;
Retraso NAS;31;1801;
Retraso Previo;16;1802;
Retraso NAS;26;1804;
Retraso NAS;25;1805;
Retraso NAS;30;1806;
Retraso NAS;33;1807;
Retraso NAS;22;1808;
Retraso Compagnia;32;1810;
Retraso Compagnia;52;1811;
Retraso NAS;18;1812;
Retraso Compagnia;4;1813;
Retraso NAS;2;1814;
Retraso Previo;9;1815;
Retraso Compagnia;28;1816;
Retraso NAS;21;1817;
Retraso Previo;37;1818;
Retraso Compagnia;12;1819;
Retraso NAS;3;1820;
Retraso Previo;103;1821;
Retraso Previo;64;1822;
Retraso Compagnia;5;1823;
Retraso Previo;80;1824;
Retraso NAS;11;1825;
Retraso Previo;8;1826;
Retraso Compagnia;12;1827;
Retraso NAS;6;1828;
Retraso Compagnia;4;1829;
Retraso NAS;5;1830;
Retraso Previo;11;1831;
Retraso Compagnia;4;1832;
Retraso Previo;20;1833;
Retraso Previo;30;1834;
Retraso Compagnia;25;1835;
Retraso NAS;5;1836;
Retraso Compagnia;3;1837;
Retraso Previo;30;1838;
Retraso Previo;55;1839;
Retraso NAS;11;1840;
Retraso Previo;61;1841;
Retraso NAS;18;1842;
Retraso Previo;75;1843;
Retraso Previo;52;1844;
Retraso Compagnia;30;1845;
Retraso Compagnia;28;1846;
Retraso Compagnia;70;1847;
Retraso Compagnia;17;1848;
Retraso Compagnia;72;1849;
Retraso NAS;11;1850;
Retraso NAS;15;1851;
Retraso Previo;35;1852;
Retraso Previo;41;1853;
Retraso Compagnia;44;1854;
Retraso Compagnia;66;1855;
Retraso NAS;9;1856;
Retraso Compagnia;21;1857;
Retraso Previo;22;1858;
Retraso Compagnia;26;1859;
Retraso NAS;2;1860;
Retraso Previo;71;1861;
Retraso Compagnia;15;1862;
Retraso NAS;2;1863;
Retraso Compagnia;10;1864;
Retraso NAS;5;1865;
Retraso Compagnia;75;1868;
Retraso Previo;53;1869;
Retraso Compagnia;20;1872;
Retraso Compagnia;163;1873;
Retraso Compagnia;75;1874;
Retraso Previo;49;1875;
Retraso Compagnia;88;1876;
Retraso Compagnia;10;1879;
Retraso NAS;17;1880;
Retraso Compagnia;61;1881;
Retraso NAS;10;1882;
Retraso NAS;5;1883;
Retraso Previo;57;1884;
Retraso Previo;25;1885;
Retraso Previo;38;1886;
Retraso Compagnia;18;1887;
Retraso Previo;19;1889;
Retraso NAS;37;1890;
Retraso Previo;7;1891;
Retraso NAS;41;1892;
Retraso Compagnia;70;1893;
Retraso NAS;9;1894;
Retraso NAS;3;1895;
Retraso Previo;68;1896;
Retraso Compagnia;17;1897;
Retraso Compagnia;2;1898;
Retraso Previo;49;1899;
Retraso Previo;34;1901;
Retraso Compagnia;10;1902;
Retraso Previo;15;1903;
Retraso NAS;23;1904;
Retraso Previo;16;1905;
Retraso Compagnia;46;1906;
Retraso Previo;15;1909;
Retraso Previo;17;1910;
Retraso Compagnia;32;1911;
Retraso NAS;8;1912;
Retraso Compagnia;204;1913;
Retraso Previo;41;1914;
Retraso Compagnia;39;1915;
Retraso Compagnia;59;1916;
Retraso NAS;10;1917;
Retraso Previo;62;1918;
Retraso Previo;22;1919;
Retraso Compagnia;4;1920;
Retraso Previo;72;1921;
Retraso Previo;48;1922;
Retraso NAS;37;1923;
Retraso Compagnia;32;1924;
Retraso NAS;4;1925;
Retraso NAS;3;1926;
Retraso Previo;74;1927;
Retraso Compagnia;26;1928;
Retraso NAS;18;1929;
Retraso Previo;28;1930;
Retraso Previo;40;1931;
Retraso NAS;7;1932;
Retraso Previo;12;1933;
Retraso Compagnia;13;1934;
Retraso NAS;4;1935;
Retraso Compagnia;13;1936;
Retraso NAS;23;1937;
Retraso Compagnia;24;1938;
Retraso Compagnia;4;1939;
Retraso Previo;25;1940;
Retraso Previo;31;1941;
Retraso Compagnia;28;1942;
Retraso NAS;7;1943;
Retraso NAS;58;1944;
Retraso NAS;17;1945;
Retraso Compagnia;48;1946;
Retraso Compagnia;42;1947;
Retraso NAS;4;1948;
Retraso Previo;21;1949;
Retraso Previo;37;1950;
Retraso Compagnia;4;1951;
Retraso NAS;1;1952;
Retraso Previo;29;1953;
Retraso Previo;20;1954;
Retraso Compagnia;50;1956;
Retraso Previo;39;1957;
Retraso Compagnia;48;1958;
Retraso NAS;1;1959;
Retraso Compagnia;15;1960;
Retraso Compagnia;45;1961;
Retraso Compagnia;19;1962;
Retraso NAS;14;1963;
Retraso Previo;12;1964;
Retraso Previo;33;1965;
Retraso Compagnia;35;1966;
Retraso NAS;23;1967;
Retraso NAS;9;1968;
Retraso Previo;7;1969;
Retraso NAS;22;1970;
Retraso Compagnia;18;1971;
Retraso NAS;4;1972;
Retraso Desvio;449;1976;
Retraso Desvio;298;1978;
Retraso Desvio;248;1980;
Retraso Desvio;366;1982;
Retraso Desvio;427;1984;
Retraso Desvio;293;1986;
Retraso Desvio;178;1988;
Retraso Compagnia;7;1989;
Retraso NAS;12;1990;
Retraso Compagnia;8;1991;
Retraso NAS;14;1992;
Retraso NAS;246;1993;
Retraso NAS;204;1994;
Retraso Compagnia;124;1995;
Retraso Compagnia;61;1996;
Retraso NAS;1;1997;
Retraso NAS;20;1999;
Retraso Previo;31;2000;
Retraso NAS;10;2001;
Retraso Previo;11;2002;
Retraso Compagnia;53;2003;
Retraso Compagnia;19;2006;
Retraso NAS;130;2007;
Retraso Previo;53;2008;
Retraso NAS;21;2009;
Retraso NAS;109;2010;
Retraso Previo;78;2011;
Retraso Compagnia;19;2012;
Retraso Previo;183;2013;
