flightNum;cancelled;cancellationName;diverted;div1airport;div2airport;compania;carrierDelay;tiempo;weatherDelay;NAS;nasDelay;seguridad;securityDelay;previo;lateAircraftDelay;desvio;divArrDelay;
7222;0;;0;;;compania;0;tiempo;0;NAS;32;seguridad;0;previo;0;desvio;;
7230;0;;0;;;compania;36;tiempo;0;NAS;23;seguridad;0;previo;0;desvio;;
7231;0;;0;;;compania;0;tiempo;0;NAS;20;seguridad;0;previo;0;desvio;;
7232;0;;0;;;compania;0;tiempo;0;NAS;22;seguridad;0;previo;0;desvio;;
7252;0;;0;;;compania;0;tiempo;0;NAS;61;seguridad;0;previo;0;desvio;;
7254;0;;0;;;compania;0;tiempo;0;NAS;44;seguridad;0;previo;0;desvio;;
7271;0;;0;;;compania;0;tiempo;0;NAS;15;seguridad;0;previo;0;desvio;;
7272;0;;0;;;compania;0;tiempo;0;NAS;38;seguridad;0;previo;0;desvio;;
7273;0;;0;;;compania;13;tiempo;0;NAS;11;seguridad;0;previo;0;desvio;;
7279;0;;0;;;compania;14;tiempo;0;NAS;34;seguridad;0;previo;0;desvio;;
7281;0;;0;;;compania;77;tiempo;0;NAS;6;seguridad;0;previo;0;desvio;;
7298;0;;0;;;compania;0;tiempo;0;NAS;19;seguridad;0;previo;0;desvio;;
7309;0;;0;;;compania;0;tiempo;0;NAS;206;seguridad;0;previo;0;desvio;;
7310;0;;0;;;compania;8;tiempo;0;NAS;32;seguridad;0;previo;0;desvio;;
7311;0;;0;;;compania;41;tiempo;0;NAS;7;seguridad;0;previo;0;desvio;;
7312;0;;0;;;compania;0;tiempo;0;NAS;18;seguridad;0;previo;0;desvio;;
7315;0;;0;;;compania;7;tiempo;0;NAS;0;seguridad;0;previo;18;desvio;;
7321;0;;0;;;compania;153;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;;
7322;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;132;desvio;;
7328;0;;0;;;compania;0;tiempo;0;NAS;18;seguridad;0;previo;0;desvio;;
7330;0;;0;;;compania;182;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;;
7338;0;;0;;;compania;0;tiempo;0;NAS;18;seguridad;0;previo;0;desvio;;
7354;0;;0;;;compania;0;tiempo;0;NAS;25;seguridad;0;previo;0;desvio;;
7371;0;;0;;;compania;0;tiempo;0;NAS;78;seguridad;0;previo;0;desvio;;
7372;0;;0;;;compania;0;tiempo;0;NAS;93;seguridad;0;previo;0;desvio;;
7374;0;;0;;;compania;2;tiempo;0;NAS;0;seguridad;0;previo;19;desvio;;
7382;0;;0;;;compania;0;tiempo;0;NAS;34;seguridad;0;previo;0;desvio;;
7386;0;;0;;;compania;0;tiempo;0;NAS;17;seguridad;0;previo;0;desvio;;
7392;0;;0;;;compania;0;tiempo;0;NAS;17;seguridad;0;previo;0;desvio;;
7395;0;;0;;;compania;5;tiempo;0;NAS;0;seguridad;0;previo;14;desvio;;
7408;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;32;desvio;;
7409;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;17;desvio;;
7410;0;;0;;;compania;0;tiempo;0;NAS;84;seguridad;0;previo;0;desvio;;
7416;0;;0;;;compania;0;tiempo;0;NAS;17;seguridad;0;previo;0;desvio;;
7434;0;;0;;;compania;0;tiempo;0;NAS;16;seguridad;0;previo;0;desvio;;
7437;0;;0;;;compania;4;tiempo;0;NAS;0;seguridad;0;previo;28;desvio;;
7443;0;;0;;;compania;0;tiempo;0;NAS;17;seguridad;0;previo;0;desvio;;
7444;0;;0;;;compania;47;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;;
7445;0;;0;;;compania;36;tiempo;0;NAS;10;seguridad;0;previo;0;desvio;;
7448;0;;0;;;compania;14;tiempo;0;NAS;22;seguridad;0;previo;0;desvio;;
7451;0;;0;;;compania;0;tiempo;0;NAS;15;seguridad;0;previo;0;desvio;;
7452;0;;0;;;compania;15;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;;
7463;0;;0;;;compania;38;tiempo;0;NAS;2;seguridad;0;previo;0;desvio;;
7470;0;;0;;;compania;11;tiempo;0;NAS;6;seguridad;0;previo;0;desvio;;
7476;0;;0;;;compania;5;tiempo;0;NAS;4;seguridad;0;previo;41;desvio;;
7477;0;;0;;;compania;0;tiempo;0;NAS;168;seguridad;0;previo;0;desvio;;
7485;0;;0;;;compania;4;tiempo;0;NAS;0;seguridad;0;previo;13;desvio;;
7494;0;;0;;;compania;0;tiempo;0;NAS;20;seguridad;0;previo;0;desvio;;
7495;0;;0;;;compania;0;tiempo;0;NAS;22;seguridad;0;previo;0;desvio;;
7500;0;;0;;;compania;20;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;;
7504;0;;0;;;compania;14;tiempo;0;NAS;2;seguridad;0;previo;0;desvio;;
7522;0;;0;;;compania;16;tiempo;0;NAS;39;seguridad;0;previo;0;desvio;;
7529;0;;0;;;compania;13;tiempo;0;NAS;8;seguridad;0;previo;0;desvio;;
7531;0;;0;;;compania;0;tiempo;0;NAS;27;seguridad;0;previo;0;desvio;;
7535;0;;0;;;compania;0;tiempo;0;NAS;12;seguridad;0;previo;26;desvio;;
7536;0;;0;;;compania;11;tiempo;0;NAS;21;seguridad;0;previo;0;desvio;;
7538;0;;0;;;compania;0;tiempo;0;NAS;140;seguridad;0;previo;0;desvio;;
7545;0;;0;;;compania;31;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;;
7556;0;;0;;;compania;0;tiempo;0;NAS;15;seguridad;0;previo;0;desvio;;
7561;0;;0;;;compania;0;tiempo;0;NAS;7;seguridad;0;previo;17;desvio;;
7562;0;;0;;;compania;0;tiempo;0;NAS;17;seguridad;0;previo;0;desvio;;
7574;0;;0;;;compania;134;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;;
7591;0;;0;;;compania;0;tiempo;0;NAS;33;seguridad;0;previo;0;desvio;;
7593;0;;0;;;compania;3;tiempo;0;NAS;15;seguridad;0;previo;95;desvio;;
7598;0;;0;;;compania;6;tiempo;0;NAS;4;seguridad;0;previo;8;desvio;;
7608;0;;0;;;compania;0;tiempo;0;NAS;38;seguridad;0;previo;0;desvio;;
7639;0;;0;;;compania;43;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;;
7641;0;;0;;;compania;48;tiempo;0;NAS;17;seguridad;0;previo;0;desvio;;
7642;0;;0;;;compania;0;tiempo;0;NAS;22;seguridad;0;previo;0;desvio;;
7643;0;;0;;;compania;6;tiempo;0;NAS;0;seguridad;0;previo;24;desvio;;
7644;0;;0;;;compania;0;tiempo;0;NAS;35;seguridad;0;previo;0;desvio;;
7645;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;45;desvio;;
7667;0;;0;;;compania;0;tiempo;0;NAS;48;seguridad;0;previo;0;desvio;;
7668;0;;0;;;compania;0;tiempo;0;NAS;67;seguridad;0;previo;0;desvio;;
7679;0;;0;;;compania;0;tiempo;78;NAS;8;seguridad;0;previo;0;desvio;;
7680;0;;0;;;compania;0;tiempo;0;NAS;31;seguridad;0;previo;0;desvio;;
7683;0;;0;;;compania;0;tiempo;0;NAS;19;seguridad;0;previo;0;desvio;;
7708;0;;0;;;compania;29;tiempo;0;NAS;3;seguridad;0;previo;0;desvio;;
7709;0;;0;;;compania;23;tiempo;0;NAS;21;seguridad;0;previo;0;desvio;;
7710;0;;0;;;compania;33;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;;
7712;0;;0;;;compania;22;tiempo;0;NAS;13;seguridad;0;previo;0;desvio;;
7713;0;;0;;;compania;0;tiempo;0;NAS;26;seguridad;0;previo;0;desvio;;
7714;0;;0;;;compania;0;tiempo;0;NAS;62;seguridad;0;previo;0;desvio;;
7719;0;;0;;;compania;18;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;;
7729;0;;0;;;compania;8;tiempo;0;NAS;13;seguridad;0;previo;22;desvio;;
7735;0;;0;;;compania;0;tiempo;0;NAS;72;seguridad;0;previo;0;desvio;;
7747;0;;0;;;compania;0;tiempo;0;NAS;62;seguridad;0;previo;0;desvio;;
7755;0;;0;;;compania;0;tiempo;0;NAS;15;seguridad;0;previo;0;desvio;;
7759;0;;0;;;compania;34;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;;
7760;0;;0;;;compania;4;tiempo;0;NAS;0;seguridad;0;previo;23;desvio;;
7765;0;;0;;;compania;0;tiempo;0;NAS;26;seguridad;0;previo;0;desvio;;
7781;0;;0;;;compania;0;tiempo;0;NAS;29;seguridad;0;previo;0;desvio;;
7785;0;;0;;;compania;11;tiempo;0;NAS;12;seguridad;0;previo;0;desvio;;
7789;0;;0;;;compania;0;tiempo;0;NAS;10;seguridad;0;previo;29;desvio;;
7790;0;;0;;;compania;0;tiempo;0;NAS;16;seguridad;0;previo;0;desvio;;
7793;0;;0;;;compania;0;tiempo;0;NAS;107;seguridad;0;previo;0;desvio;;
7800;0;;0;;;compania;21;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;;
7809;0;;0;;;compania;7;tiempo;0;NAS;17;seguridad;0;previo;0;desvio;;
7817;0;;0;;;compania;0;tiempo;11;NAS;74;seguridad;0;previo;0;desvio;;
7819;0;;0;;;compania;20;tiempo;0;NAS;5;seguridad;0;previo;0;desvio;;
7820;0;;0;;;compania;0;tiempo;0;NAS;15;seguridad;0;previo;0;desvio;;
7833;0;;0;;;compania;0;tiempo;0;NAS;24;seguridad;0;previo;0;desvio;;
7835;0;;0;;;compania;0;tiempo;104;NAS;0;seguridad;0;previo;0;desvio;;
7838;0;;0;;;compania;30;tiempo;0;NAS;7;seguridad;0;previo;0;desvio;;
7839;0;;0;;;compania;0;tiempo;0;NAS;17;seguridad;0;previo;0;desvio;;
7849;0;;0;;;compania;0;tiempo;0;NAS;3;seguridad;0;previo;26;desvio;;
7865;0;;0;;;compania;0;tiempo;0;NAS;32;seguridad;0;previo;0;desvio;;
7867;0;;0;;;compania;0;tiempo;0;NAS;43;seguridad;10;previo;0;desvio;;
7879;0;;0;;;compania;130;tiempo;0;NAS;14;seguridad;0;previo;0;desvio;;
7913;0;;0;;;compania;0;tiempo;0;NAS;19;seguridad;0;previo;0;desvio;;
7914;0;;0;;;compania;7;tiempo;0;NAS;19;seguridad;0;previo;0;desvio;;
7915;0;;0;;;compania;31;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;;
7922;0;;0;;;compania;0;tiempo;0;NAS;42;seguridad;0;previo;0;desvio;;
7924;0;;0;;;compania;0;tiempo;0;NAS;204;seguridad;0;previo;0;desvio;;
7927;0;;0;;;compania;0;tiempo;0;NAS;22;seguridad;0;previo;0;desvio;;
7929;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;19;desvio;;
7930;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;21;desvio;;
7932;0;;0;;;compania;10;tiempo;0;NAS;5;seguridad;0;previo;0;desvio;;
7933;0;;0;;;compania;8;tiempo;0;NAS;8;seguridad;0;previo;0;desvio;;
7942;0;;0;;;compania;0;tiempo;0;NAS;17;seguridad;0;previo;0;desvio;;
7947;0;;0;;;compania;0;tiempo;0;NAS;202;seguridad;0;previo;0;desvio;;
7953;0;;0;;;compania;9;tiempo;0;NAS;7;seguridad;0;previo;0;desvio;;
7954;0;;0;;;compania;0;tiempo;0;NAS;17;seguridad;0;previo;21;desvio;;
7955;0;;0;;;compania;14;tiempo;0;NAS;2;seguridad;0;previo;0;desvio;;
7968;0;;0;;;compania;3;tiempo;0;NAS;0;seguridad;0;previo;16;desvio;;
7969;0;;0;;;compania;0;tiempo;5;NAS;0;seguridad;0;previo;23;desvio;;
7970;0;;0;;;compania;6;tiempo;0;NAS;0;seguridad;0;previo;35;desvio;;
7977;0;;0;;;compania;0;tiempo;0;NAS;7;seguridad;11;previo;0;desvio;;
7984;0;;0;;;compania;0;tiempo;0;NAS;21;seguridad;0;previo;0;desvio;;
7989;0;;0;;;compania;0;tiempo;0;NAS;332;seguridad;0;previo;0;desvio;;
7990;0;;0;;;compania;11;tiempo;0;NAS;0;seguridad;0;previo;11;desvio;;
7994;0;;0;;;compania;13;tiempo;0;NAS;0;seguridad;0;previo;17;desvio;;
8002;0;;0;;;compania;9;tiempo;0;NAS;50;seguridad;0;previo;0;desvio;;
8003;0;;0;;;compania;12;tiempo;0;NAS;5;seguridad;0;previo;0;desvio;;
8004;0;;0;;;compania;0;tiempo;9;NAS;19;seguridad;0;previo;0;desvio;;
8010;0;;0;;;compania;14;tiempo;0;NAS;7;seguridad;0;previo;0;desvio;;
8012;0;;0;;;compania;0;tiempo;0;NAS;29;seguridad;0;previo;0;desvio;;
8019;0;;0;;;compania;1;tiempo;0;NAS;0;seguridad;0;previo;36;desvio;;
8022;0;;0;;;compania;0;tiempo;0;NAS;3;seguridad;0;previo;22;desvio;;
8031;0;;0;;;compania;0;tiempo;0;NAS;47;seguridad;0;previo;0;desvio;;
8034;0;;0;;;compania;0;tiempo;0;NAS;11;seguridad;10;previo;0;desvio;;
8040;0;;0;;;compania;0;tiempo;0;NAS;17;seguridad;0;previo;0;desvio;;
8063;0;;0;;;compania;0;tiempo;0;NAS;15;seguridad;0;previo;0;desvio;;
8077;0;;0;;;compania;0;tiempo;0;NAS;20;seguridad;14;previo;0;desvio;;
8080;0;;0;;;compania;0;tiempo;0;NAS;19;seguridad;0;previo;0;desvio;;
8083;0;;0;;;compania;0;tiempo;0;NAS;19;seguridad;0;previo;0;desvio;;
8084;0;;0;;;compania;0;tiempo;0;NAS;26;seguridad;0;previo;0;desvio;;
8086;0;;0;;;compania;0;tiempo;0;NAS;16;seguridad;0;previo;0;desvio;;
8100;0;;0;;;compania;0;tiempo;0;NAS;47;seguridad;0;previo;0;desvio;;
8101;0;;0;;;compania;0;tiempo;0;NAS;21;seguridad;0;previo;0;desvio;;
8102;0;;0;;;compania;0;tiempo;0;NAS;19;seguridad;0;previo;0;desvio;;
8104;0;;0;;;compania;0;tiempo;0;NAS;18;seguridad;0;previo;0;desvio;;
8108;0;;0;;;compania;20;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;;
8109;0;;0;;;compania;0;tiempo;0;NAS;6;seguridad;0;previo;59;desvio;;
8121;0;;0;;;compania;24;tiempo;0;NAS;9;seguridad;0;previo;0;desvio;;
8133;0;;0;;;compania;9;tiempo;0;NAS;29;seguridad;0;previo;0;desvio;;
8135;0;;0;;;compania;15;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;;
8137;0;;0;;;compania;0;tiempo;1;NAS;5;seguridad;0;previo;48;desvio;;
8147;0;;0;;;compania;0;tiempo;0;NAS;49;seguridad;0;previo;0;desvio;;
8152;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;84;desvio;;
8159;0;;0;;;compania;0;tiempo;0;NAS;12;seguridad;0;previo;15;desvio;;
8160;0;;0;;;compania;78;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;;
8164;0;;0;;;compania;0;tiempo;0;NAS;216;seguridad;0;previo;0;desvio;;
8167;0;;0;;;compania;0;tiempo;0;NAS;29;seguridad;0;previo;0;desvio;;
8168;0;;0;;;compania;25;tiempo;0;NAS;13;seguridad;0;previo;0;desvio;;
8169;0;;0;;;compania;0;tiempo;0;NAS;32;seguridad;0;previo;0;desvio;;
8170;0;;0;;;compania;3;tiempo;0;NAS;5;seguridad;0;previo;19;desvio;;
8184;0;;0;;;compania;0;tiempo;0;NAS;22;seguridad;0;previo;0;desvio;;
8190;0;;0;;;compania;17;tiempo;0;NAS;11;seguridad;0;previo;0;desvio;;
8194;0;;0;;;compania;0;tiempo;0;NAS;15;seguridad;0;previo;0;desvio;;
8206;0;;0;;;compania;127;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;;
8221;1;National Air System;0;;;compania;;tiempo;;NAS;;seguridad;;previo;;desvio;;
8222;0;;0;;;compania;19;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;;
8237;0;;0;;;compania;0;tiempo;34;NAS;44;seguridad;0;previo;0;desvio;;
8238;0;;0;;;compania;0;tiempo;0;NAS;34;seguridad;0;previo;0;desvio;;
8247;0;;0;;;compania;8;tiempo;0;NAS;15;seguridad;0;previo;0;desvio;;
8252;0;;0;;;compania;0;tiempo;0;NAS;25;seguridad;0;previo;0;desvio;;
8257;0;;0;;;compania;55;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;;
8275;0;;0;;;compania;0;tiempo;0;NAS;23;seguridad;0;previo;0;desvio;;
8296;0;;0;;;compania;0;tiempo;0;NAS;103;seguridad;0;previo;0;desvio;;
8297;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;34;desvio;;
8299;0;;0;;;compania;6;tiempo;0;NAS;17;seguridad;0;previo;26;desvio;;
8300;0;;0;;;compania;0;tiempo;19;NAS;0;seguridad;0;previo;0;desvio;;
8326;0;;0;;;compania;0;tiempo;0;NAS;25;seguridad;0;previo;0;desvio;;
8337;0;;0;;;compania;0;tiempo;0;NAS;343;seguridad;0;previo;0;desvio;;
8342;0;;0;;;compania;0;tiempo;0;NAS;17;seguridad;0;previo;0;desvio;;
8343;0;;0;;;compania;36;tiempo;0;NAS;5;seguridad;0;previo;0;desvio;;
8351;0;;0;;;compania;0;tiempo;0;NAS;191;seguridad;0;previo;0;desvio;;
8352;0;;0;;;compania;14;tiempo;0;NAS;20;seguridad;0;previo;0;desvio;;
8360;0;;0;;;compania;95;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;;
8361;0;;0;;;compania;20;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;;
8363;0;;0;;;compania;72;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;;
8373;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;47;desvio;;
8374;0;;0;;;compania;0;tiempo;0;NAS;2;seguridad;0;previo;54;desvio;;
8381;0;;0;;;compania;0;tiempo;0;NAS;27;seguridad;0;previo;0;desvio;;
8387;0;;0;;;compania;6;tiempo;0;NAS;19;seguridad;0;previo;0;desvio;;
8389;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;18;desvio;;
8396;0;;0;;;compania;0;tiempo;0;NAS;83;seguridad;0;previo;0;desvio;;
8397;0;;0;;;compania;57;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;;
8400;0;;0;;;compania;18;tiempo;0;NAS;4;seguridad;0;previo;0;desvio;;
8404;0;;0;;;compania;0;tiempo;34;NAS;32;seguridad;0;previo;0;desvio;;
8405;0;;0;;;compania;0;tiempo;0;NAS;15;seguridad;0;previo;0;desvio;;
8407;0;;0;;;compania;0;tiempo;0;NAS;34;seguridad;0;previo;0;desvio;;
8408;0;;0;;;compania;0;tiempo;0;NAS;27;seguridad;0;previo;0;desvio;;
8409;0;;0;;;compania;0;tiempo;0;NAS;78;seguridad;0;previo;0;desvio;;
8411;0;;0;;;compania;19;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;;
8414;0;;0;;;compania;0;tiempo;0;NAS;62;seguridad;0;previo;0;desvio;;
8416;0;;0;;;compania;0;tiempo;0;NAS;31;seguridad;0;previo;0;desvio;;
8418;0;;0;;;compania;0;tiempo;0;NAS;17;seguridad;0;previo;0;desvio;;
8419;0;;0;;;compania;0;tiempo;0;NAS;264;seguridad;0;previo;0;desvio;;
8422;0;;0;;;compania;0;tiempo;0;NAS;68;seguridad;0;previo;0;desvio;;
8427;0;;0;;;compania;0;tiempo;0;NAS;17;seguridad;0;previo;0;desvio;;
8429;0;;0;;;compania;0;tiempo;0;NAS;34;seguridad;0;previo;11;desvio;;
8442;0;;0;;;compania;0;tiempo;0;NAS;25;seguridad;0;previo;0;desvio;;
8473;0;;0;;;compania;0;tiempo;0;NAS;15;seguridad;0;previo;0;desvio;;
8476;0;;0;;;compania;49;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;;
8486;1;National Air System;0;;;compania;;tiempo;;NAS;;seguridad;;previo;;desvio;;
8492;0;;0;;;compania;19;tiempo;0;NAS;2;seguridad;0;previo;0;desvio;;
8493;0;;0;;;compania;0;tiempo;0;NAS;90;seguridad;0;previo;0;desvio;;
8495;0;;0;;;compania;0;tiempo;0;NAS;16;seguridad;0;previo;0;desvio;;
8500;0;;0;;;compania;43;tiempo;0;NAS;3;seguridad;0;previo;0;desvio;;
8509;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;16;desvio;;
8522;0;;0;;;compania;0;tiempo;0;NAS;40;seguridad;0;previo;0;desvio;;
8531;0;;0;;;compania;0;tiempo;0;NAS;32;seguridad;0;previo;0;desvio;;
8545;0;;0;;;compania;110;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;;
8546;0;;0;;;compania;0;tiempo;4;NAS;0;seguridad;0;previo;23;desvio;;
8574;0;;0;;;compania;0;tiempo;0;NAS;20;seguridad;0;previo;0;desvio;;
8577;1;Carrier;0;;;compania;;tiempo;;NAS;;seguridad;;previo;;desvio;;
8579;0;;0;;;compania;0;tiempo;0;NAS;226;seguridad;0;previo;0;desvio;;
8590;0;;0;;;compania;0;tiempo;0;NAS;112;seguridad;0;previo;0;desvio;;
8593;0;;0;;;compania;0;tiempo;0;NAS;25;seguridad;0;previo;0;desvio;;
8594;0;;0;;;compania;25;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;;
8596;0;;0;;;compania;115;tiempo;0;NAS;29;seguridad;0;previo;0;desvio;;
8605;0;;0;;;compania;6;tiempo;0;NAS;0;seguridad;0;previo;13;desvio;;
8620;0;;0;;;compania;32;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;;
8642;0;;0;;;compania;0;tiempo;0;NAS;21;seguridad;0;previo;0;desvio;;
8648;0;;0;;;compania;0;tiempo;0;NAS;16;seguridad;0;previo;0;desvio;;
8660;0;;0;;;compania;0;tiempo;0;NAS;18;seguridad;0;previo;0;desvio;;
8661;0;;0;;;compania;0;tiempo;0;NAS;17;seguridad;0;previo;0;desvio;;
8678;0;;0;;;compania;8;tiempo;0;NAS;0;seguridad;0;previo;23;desvio;;
8693;0;;0;;;compania;0;tiempo;0;NAS;15;seguridad;0;previo;0;desvio;;
8697;0;;0;;;compania;9;tiempo;0;NAS;6;seguridad;0;previo;0;desvio;;
8701;0;;0;;;compania;1;tiempo;0;NAS;12;seguridad;0;previo;20;desvio;;
8702;0;;0;;;compania;51;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;;
8714;0;;0;;;compania;0;tiempo;0;NAS;213;seguridad;0;previo;0;desvio;;
8717;0;;0;;;compania;0;tiempo;0;NAS;16;seguridad;0;previo;0;desvio;;
8723;0;;0;;;compania;0;tiempo;0;NAS;20;seguridad;0;previo;0;desvio;;
8728;0;;0;;;compania;0;tiempo;0;NAS;24;seguridad;0;previo;0;desvio;;
8735;0;;0;;;compania;66;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;;
8741;0;;0;;;compania;0;tiempo;0;NAS;67;seguridad;0;previo;0;desvio;;
8761;0;;0;;;compania;21;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;;
8762;0;;0;;;compania;0;tiempo;0;NAS;16;seguridad;0;previo;0;desvio;;
8763;0;;0;;;compania;0;tiempo;0;NAS;10;seguridad;0;previo;6;desvio;;
8765;0;;0;;;compania;0;tiempo;0;NAS;16;seguridad;0;previo;0;desvio;;
8774;0;;0;;;compania;100;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;;
8777;0;;0;;;compania;0;tiempo;0;NAS;87;seguridad;0;previo;0;desvio;;
8785;0;;0;;;compania;17;tiempo;0;NAS;69;seguridad;0;previo;0;desvio;;
8786;0;;0;;;compania;8;tiempo;0;NAS;12;seguridad;0;previo;0;desvio;;
8788;0;;0;;;compania;27;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;;
8792;0;;0;;;compania;28;tiempo;0;NAS;29;seguridad;0;previo;0;desvio;;
8794;0;;0;;;compania;23;tiempo;0;NAS;21;seguridad;0;previo;0;desvio;;
8806;0;;0;;;compania;0;tiempo;0;NAS;1;seguridad;0;previo;72;desvio;;
8821;0;;0;;;compania;11;tiempo;0;NAS;25;seguridad;0;previo;0;desvio;;
8826;0;;0;;;compania;0;tiempo;0;NAS;129;seguridad;0;previo;0;desvio;;
8831;0;;0;;;compania;75;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;;
8845;0;;0;;;compania;0;tiempo;0;NAS;163;seguridad;0;previo;0;desvio;;
8848;0;;0;;;compania;184;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;;
8850;0;;0;;;compania;15;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;;
8858;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;21;desvio;;
8859;0;;0;;;compania;0;tiempo;7;NAS;0;seguridad;0;previo;68;desvio;;
8866;0;;0;;;compania;0;tiempo;0;NAS;9;seguridad;0;previo;34;desvio;;
8892;0;;0;;;compania;14;tiempo;0;NAS;1;seguridad;0;previo;0;desvio;;
8896;0;;0;;;compania;0;tiempo;0;NAS;15;seguridad;0;previo;0;desvio;;
8903;0;;0;;;compania;10;tiempo;0;NAS;16;seguridad;0;previo;0;desvio;;
8910;0;;0;;;compania;0;tiempo;0;NAS;21;seguridad;0;previo;0;desvio;;
8923;0;;0;;;compania;6;tiempo;0;NAS;13;seguridad;0;previo;0;desvio;;
8925;0;;0;;;compania;0;tiempo;31;NAS;8;seguridad;0;previo;0;desvio;;
8934;0;;0;;;compania;0;tiempo;0;NAS;47;seguridad;0;previo;0;desvio;;
8941;0;;0;;;compania;7;tiempo;0;NAS;13;seguridad;0;previo;0;desvio;;
8943;0;;0;;;compania;0;tiempo;0;NAS;61;seguridad;0;previo;0;desvio;;
8945;0;;0;;;compania;21;tiempo;0;NAS;9;seguridad;0;previo;0;desvio;;
8956;0;;0;;;compania;32;tiempo;0;NAS;4;seguridad;0;previo;0;desvio;;
8987;0;;0;;;compania;31;tiempo;0;NAS;9;seguridad;0;previo;0;desvio;;
8990;0;;0;;;compania;0;tiempo;0;NAS;18;seguridad;0;previo;0;desvio;;
9001;0;;0;;;compania;38;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;;
9016;0;;0;;;compania;0;tiempo;0;NAS;79;seguridad;0;previo;0;desvio;;
9033;0;;0;;;compania;7;tiempo;0;NAS;8;seguridad;0;previo;0;desvio;;
9036;0;;0;;;compania;28;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;;
9039;0;;0;;;compania;9;tiempo;0;NAS;7;seguridad;0;previo;0;desvio;;
9049;0;;0;;;compania;0;tiempo;0;NAS;21;seguridad;0;previo;0;desvio;;
9051;0;;0;;;compania;0;tiempo;0;NAS;17;seguridad;0;previo;0;desvio;;
9055;0;;0;;;compania;8;tiempo;0;NAS;25;seguridad;0;previo;0;desvio;;
9057;0;;0;;;compania;18;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;;
9059;0;;0;;;compania;7;tiempo;0;NAS;9;seguridad;0;previo;0;desvio;;
9060;0;;0;;;compania;0;tiempo;0;NAS;34;seguridad;0;previo;7;desvio;;
9067;0;;0;;;compania;4;tiempo;0;NAS;0;seguridad;0;previo;29;desvio;;
9068;0;;0;;;compania;0;tiempo;0;NAS;134;seguridad;0;previo;0;desvio;;
9101;0;;0;;;compania;0;tiempo;0;NAS;46;seguridad;0;previo;0;desvio;;
9107;0;;0;;;compania;18;tiempo;0;NAS;0;seguridad;0;previo;0;desvio;;
9115;0;;0;;;compania;0;tiempo;0;NAS;6;seguridad;0;previo;9;desvio;;
9132;0;;0;;;compania;19;tiempo;0;NAS;17;seguridad;0;previo;0;desvio;;
9134;0;;0;;;compania;13;tiempo;0;NAS;12;seguridad;0;previo;0;desvio;;
