idVuelo;cancelled;cancellationName;diverted;div1airport;div2airport;compania;carrierDelay;tiempo;weatherDelay;NAS;nasDelay;seguridad;securityDelay;previo;lateAircraftDelay;
2228;0;;0;;;compania;10;tiempo;0;NAS;0;seguridad;0;previo;0;
2228;0;;0;;;compania;0;tiempo;0;NAS;16;seguridad;0;previo;0;
2233;0;;0;;;compania;19;tiempo;0;NAS;0;seguridad;0;previo;0;
2236;0;;0;;;compania;0;tiempo;0;NAS;120;seguridad;0;previo;0;
2237;0;;0;;;compania;0;tiempo;0;NAS;80;seguridad;0;previo;0;
2239;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;86;
2240;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;51;
2241;0;;0;;;compania;12;tiempo;0;NAS;0;seguridad;0;previo;0;
2241;0;;0;;;compania;0;tiempo;0;NAS;31;seguridad;0;previo;0;
2242;0;;0;;;compania;0;tiempo;0;NAS;16;seguridad;0;previo;0;
2248;0;;0;;;compania;46;tiempo;0;NAS;0;seguridad;0;previo;0;
2266;0;;0;;;compania;0;tiempo;0;NAS;101;seguridad;0;previo;0;
2267;0;;0;;;compania;0;tiempo;0;NAS;26;seguridad;0;previo;0;
2272;0;;0;;;compania;98;tiempo;0;NAS;0;seguridad;0;previo;0;
2273;0;;0;;;compania;37;tiempo;0;NAS;0;seguridad;0;previo;0;
2273;0;;0;;;compania;0;tiempo;0;NAS;20;seguridad;0;previo;0;
2278;1;National Air System;0;;;compania;;tiempo;;NAS;;seguridad;;previo;;
2279;0;;0;;;compania;0;tiempo;0;NAS;66;seguridad;0;previo;0;
2280;0;;0;;;compania;0;tiempo;0;NAS;101;seguridad;0;previo;0;
2281;0;;0;;;compania;96;tiempo;0;NAS;0;seguridad;0;previo;0;
2281;0;;0;;;compania;0;tiempo;0;NAS;7;seguridad;0;previo;0;
2281;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;17;
2289;0;;0;;;compania;4;tiempo;0;NAS;0;seguridad;0;previo;0;
2289;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;11;
2292;0;;0;;;compania;2;tiempo;0;NAS;0;seguridad;0;previo;0;
2292;0;;0;;;compania;0;tiempo;0;NAS;17;seguridad;0;previo;0;
2292;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;12;
2295;0;;0;;;compania;13;tiempo;0;NAS;0;seguridad;0;previo;0;
2295;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;21;
2301;0;;0;;;compania;19;tiempo;0;NAS;0;seguridad;0;previo;0;
2303;0;;0;;;compania;46;tiempo;0;NAS;0;seguridad;0;previo;0;
2303;0;;0;;;compania;0;tiempo;0;NAS;8;seguridad;0;previo;0;
2306;0;;0;;;compania;0;tiempo;18;NAS;0;seguridad;0;previo;0;
2306;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;9;
2307;0;;0;;;compania;0;tiempo;0;NAS;84;seguridad;0;previo;0;
2308;0;;0;;;compania;0;tiempo;0;NAS;54;seguridad;0;previo;0;
2321;0;;0;;;compania;0;tiempo;0;NAS;33;seguridad;0;previo;0;
2322;0;;0;;;compania;38;tiempo;0;NAS;0;seguridad;0;previo;0;
2325;0;;0;;;compania;0;tiempo;0;NAS;53;seguridad;0;previo;0;
2327;0;;0;;;compania;0;tiempo;0;NAS;22;seguridad;0;previo;0;
2333;0;;0;;;compania;18;tiempo;0;NAS;0;seguridad;0;previo;0;
2336;0;;0;;;compania;21;tiempo;0;NAS;0;seguridad;0;previo;0;
2337;0;;0;;;compania;892;tiempo;0;NAS;0;seguridad;0;previo;0;
2342;0;;0;;;compania;0;tiempo;0;NAS;37;seguridad;0;previo;0;
2342;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;5;
2346;0;;0;;;compania;21;tiempo;0;NAS;0;seguridad;0;previo;0;
2346;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;64;
2348;0;;0;;;compania;82;tiempo;0;NAS;0;seguridad;0;previo;0;
2356;0;;0;;;compania;41;tiempo;0;NAS;0;seguridad;0;previo;0;
2361;0;;0;;;compania;95;tiempo;0;NAS;0;seguridad;0;previo;0;
2362;0;;0;;;compania;0;tiempo;0;NAS;22;seguridad;0;previo;0;
2363;0;;0;;;compania;0;tiempo;0;NAS;27;seguridad;0;previo;0;
2384;0;;0;;;compania;19;tiempo;0;NAS;0;seguridad;0;previo;0;
2389;1;Carrier;0;;;compania;;tiempo;;NAS;;seguridad;;previo;;
2396;0;;0;;;compania;0;tiempo;0;NAS;17;seguridad;0;previo;0;
2402;0;;0;;;compania;0;tiempo;0;NAS;21;seguridad;0;previo;0;
2407;0;;0;;;compania;9;tiempo;0;NAS;0;seguridad;0;previo;0;
2407;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;118;
2408;0;;0;;;compania;0;tiempo;8;NAS;0;seguridad;0;previo;0;
2408;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;121;
2414;0;;0;;;compania;0;tiempo;0;NAS;23;seguridad;0;previo;0;
2415;0;;0;;;compania;0;tiempo;22;NAS;0;seguridad;0;previo;0;
2415;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;57;
2416;0;;0;;;compania;0;tiempo;0;NAS;11;seguridad;0;previo;0;
2416;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;58;
2419;0;;0;;;compania;21;tiempo;0;NAS;0;seguridad;0;previo;0;
2422;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;23;
2431;0;;0;;;compania;62;tiempo;0;NAS;0;seguridad;0;previo;0;
2435;0;;0;;;compania;0;tiempo;0;NAS;23;seguridad;0;previo;0;
2436;0;;0;;;compania;18;tiempo;0;NAS;0;seguridad;0;previo;0;
2436;0;;0;;;compania;0;tiempo;0;NAS;2;seguridad;0;previo;0;
2448;1;National Air System;0;;;compania;;tiempo;;NAS;;seguridad;;previo;;
2455;0;;0;;;compania;0;tiempo;0;NAS;37;seguridad;0;previo;0;
2455;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;110;
2462;0;;0;;;compania;0;tiempo;0;NAS;16;seguridad;0;previo;0;
2471;0;;0;;;compania;0;tiempo;0;NAS;19;seguridad;0;previo;0;
2474;0;;0;;;compania;4;tiempo;0;NAS;0;seguridad;0;previo;0;
2474;0;;0;;;compania;0;tiempo;0;NAS;9;seguridad;0;previo;0;
2474;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;4;
2483;0;;0;;;compania;0;tiempo;0;NAS;18;seguridad;0;previo;0;
2494;0;;0;;;compania;10;tiempo;0;NAS;0;seguridad;0;previo;0;
2494;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;45;
2497;0;;0;;;compania;0;tiempo;0;NAS;40;seguridad;0;previo;0;
2498;0;;0;;;compania;0;tiempo;0;NAS;78;seguridad;0;previo;0;
2501;0;;0;;;compania;30;tiempo;0;NAS;0;seguridad;0;previo;0;
2505;0;;0;;;compania;0;tiempo;0;NAS;21;seguridad;0;previo;0;
2516;0;;0;;;compania;11;tiempo;0;NAS;0;seguridad;0;previo;0;
2516;0;;0;;;compania;0;tiempo;0;NAS;8;seguridad;0;previo;0;
2520;0;;0;;;compania;24;tiempo;0;NAS;0;seguridad;0;previo;0;
2520;0;;0;;;compania;0;tiempo;0;NAS;9;seguridad;0;previo;0;
2521;0;;0;;;compania;15;tiempo;0;NAS;0;seguridad;0;previo;0;
2521;0;;0;;;compania;0;tiempo;0;NAS;9;seguridad;0;previo;0;
2522;0;;0;;;compania;61;tiempo;0;NAS;0;seguridad;0;previo;0;
2523;0;;0;;;compania;0;tiempo;0;NAS;9;seguridad;0;previo;0;
2523;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;7;
2525;0;;0;;;compania;0;tiempo;0;NAS;40;seguridad;0;previo;0;
2526;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;63;
2527;0;;0;;;compania;0;tiempo;0;NAS;74;seguridad;0;previo;0;
2527;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;19;
2528;0;;0;;;compania;0;tiempo;0;NAS;74;seguridad;0;previo;0;
2528;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;14;
2529;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;56;
2530;0;;0;;;compania;0;tiempo;0;NAS;2;seguridad;0;previo;0;
2530;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;73;
2546;1;National Air System;0;;;compania;;tiempo;;NAS;;seguridad;;previo;;
2559;1;National Air System;0;;;compania;;tiempo;;NAS;;seguridad;;previo;;
2562;0;;0;;;compania;0;tiempo;0;NAS;47;seguridad;0;previo;0;
2563;0;;0;;;compania;0;tiempo;0;NAS;24;seguridad;0;previo;0;
2569;0;;0;;;compania;6;tiempo;0;NAS;0;seguridad;0;previo;0;
2569;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;25;
2576;0;;0;;;compania;21;tiempo;0;NAS;0;seguridad;0;previo;0;
2580;0;;0;;;compania;21;tiempo;0;NAS;0;seguridad;0;previo;0;
2580;0;;0;;;compania;0;tiempo;0;NAS;30;seguridad;0;previo;0;
2583;0;;0;;;compania;0;tiempo;0;NAS;112;seguridad;0;previo;0;
2583;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;12;
2584;0;;0;;;compania;0;tiempo;0;NAS;102;seguridad;0;previo;0;
2584;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;5;
2585;0;;0;;;compania;0;tiempo;4;NAS;0;seguridad;0;previo;0;
2585;0;;0;;;compania;0;tiempo;0;NAS;12;seguridad;0;previo;0;
2585;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;114;
2586;0;;0;;;compania;0;tiempo;0;NAS;5;seguridad;0;previo;0;
2586;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;88;
2589;0;;0;;;compania;6;tiempo;0;NAS;0;seguridad;0;previo;0;
2589;0;;0;;;compania;0;tiempo;0;NAS;9;seguridad;0;previo;0;
2598;0;;0;;;compania;0;tiempo;0;NAS;25;seguridad;0;previo;0;
2646;0;;0;;;compania;0;tiempo;0;NAS;27;seguridad;0;previo;0;
2650;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;23;
2652;0;;0;;;compania;17;tiempo;0;NAS;0;seguridad;0;previo;0;
2652;0;;0;;;compania;0;tiempo;0;NAS;5;seguridad;0;previo;0;
2654;0;;0;;;compania;0;tiempo;0;NAS;98;seguridad;0;previo;0;
2655;0;;0;;;compania;0;tiempo;0;NAS;34;seguridad;0;previo;0;
2655;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;12;
2662;0;;0;;;compania;51;tiempo;0;NAS;0;seguridad;0;previo;0;
2665;0;;0;;;compania;0;tiempo;0;NAS;38;seguridad;0;previo;0;
2666;0;;0;;;compania;0;tiempo;0;NAS;38;seguridad;0;previo;0;
2676;0;;0;;;compania;0;tiempo;0;NAS;15;seguridad;0;previo;0;
2681;0;;0;;;compania;48;tiempo;0;NAS;0;seguridad;0;previo;0;
2681;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;9;
2682;0;;0;;;compania;33;tiempo;0;NAS;0;seguridad;0;previo;0;
2682;0;;0;;;compania;0;tiempo;10;NAS;0;seguridad;0;previo;0;
2682;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;36;
2683;0;;0;;;compania;0;tiempo;0;NAS;5;seguridad;0;previo;0;
2683;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;41;
2688;0;;0;;;compania;3;tiempo;0;NAS;0;seguridad;0;previo;0;
2688;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;20;
2689;0;;0;;;compania;0;tiempo;0;NAS;244;seguridad;0;previo;0;
2695;0;;0;;;compania;0;tiempo;0;NAS;118;seguridad;0;previo;0;
2696;0;;0;;;compania;0;tiempo;0;NAS;56;seguridad;0;previo;0;
2699;0;;0;;;compania;0;tiempo;0;NAS;15;seguridad;0;previo;0;
2706;0;;0;;;compania;0;tiempo;0;NAS;31;seguridad;0;previo;0;
2707;0;;0;;;compania;0;tiempo;0;NAS;37;seguridad;0;previo;0;
2707;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;18;
2708;0;;0;;;compania;0;tiempo;0;NAS;4;seguridad;0;previo;0;
2708;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;68;
2710;0;;0;;;compania;0;tiempo;0;NAS;31;seguridad;0;previo;0;
2710;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;6;
2711;0;;0;;;compania;0;tiempo;0;NAS;93;seguridad;0;previo;0;
2714;0;;0;;;compania;30;tiempo;0;NAS;0;seguridad;0;previo;0;
2726;0;;0;;;compania;0;tiempo;0;NAS;16;seguridad;0;previo;0;
2735;0;;0;;;compania;0;tiempo;0;NAS;18;seguridad;0;previo;0;
2736;0;;0;;;compania;0;tiempo;0;NAS;39;seguridad;0;previo;0;
2738;0;;0;;;compania;10;tiempo;0;NAS;0;seguridad;0;previo;0;
2738;0;;0;;;compania;0;tiempo;0;NAS;2;seguridad;0;previo;0;
2738;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;24;
2739;0;;0;;;compania;13;tiempo;0;NAS;0;seguridad;0;previo;0;
2739;0;;0;;;compania;0;tiempo;0;NAS;13;seguridad;0;previo;0;
2741;0;;0;;;compania;0;tiempo;0;NAS;20;seguridad;0;previo;0;
2745;0;;0;;;compania;1;tiempo;0;NAS;0;seguridad;0;previo;0;
2745;0;;0;;;compania;0;tiempo;0;NAS;5;seguridad;0;previo;0;
2745;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;11;
2749;0;;0;;;compania;106;tiempo;0;NAS;0;seguridad;0;previo;0;
2749;0;;0;;;compania;0;tiempo;0;NAS;1;seguridad;0;previo;0;
2750;0;;0;;;compania;20;tiempo;0;NAS;0;seguridad;0;previo;0;
2750;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;20;
2751;0;;0;;;compania;0;tiempo;0;NAS;20;seguridad;0;previo;0;
2753;0;;0;;;compania;0;tiempo;0;NAS;15;seguridad;0;previo;0;
2753;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;22;
2754;0;;0;;;compania;16;tiempo;0;NAS;0;seguridad;0;previo;0;
2761;0;;0;;;compania;74;tiempo;0;NAS;0;seguridad;0;previo;0;
2763;1;Carrier;0;;;compania;;tiempo;;NAS;;seguridad;;previo;;
2768;0;;0;;;compania;0;tiempo;0;NAS;23;seguridad;0;previo;0;
2775;0;;0;;;compania;17;tiempo;0;NAS;0;seguridad;0;previo;0;
2775;0;;0;;;compania;0;tiempo;0;NAS;1;seguridad;0;previo;0;
2777;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;29;
2792;0;;0;;;compania;4;tiempo;0;NAS;0;seguridad;0;previo;0;
2792;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;43;
2793;0;;0;;;compania;6;tiempo;0;NAS;0;seguridad;0;previo;0;
2793;0;;0;;;compania;0;tiempo;0;NAS;2;seguridad;0;previo;0;
2793;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;14;
2795;0;;0;;;compania;6;tiempo;0;NAS;0;seguridad;0;previo;0;
2795;0;;0;;;compania;0;tiempo;0;NAS;9;seguridad;0;previo;0;
2795;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;49;
2796;0;;0;;;compania;0;tiempo;0;NAS;66;seguridad;0;previo;0;
2796;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;24;
2797;0;;0;;;compania;0;tiempo;0;NAS;50;seguridad;0;previo;0;
2798;0;;0;;;compania;0;tiempo;0;NAS;40;seguridad;0;previo;0;
2800;0;;0;;;compania;0;tiempo;0;NAS;53;seguridad;0;previo;0;
2801;0;;0;;;compania;0;tiempo;0;NAS;47;seguridad;0;previo;0;
2801;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;29;
2802;0;;0;;;compania;19;tiempo;0;NAS;0;seguridad;0;previo;0;
2803;0;;0;;;compania;0;tiempo;3;NAS;0;seguridad;0;previo;0;
2803;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;17;
2804;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;21;
2816;0;;0;;;compania;0;tiempo;0;NAS;58;seguridad;0;previo;0;
2818;0;;0;;;compania;0;tiempo;0;NAS;24;seguridad;0;previo;0;
2819;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;19;
2821;0;;0;;;compania;15;tiempo;0;NAS;0;seguridad;0;previo;0;
2824;0;;0;;;compania;54;tiempo;0;NAS;0;seguridad;0;previo;0;
2830;0;;0;;;compania;0;tiempo;0;NAS;19;seguridad;0;previo;0;
2835;0;;0;;;compania;160;tiempo;0;NAS;0;seguridad;0;previo;0;
2835;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;11;
2845;0;;0;;;compania;0;tiempo;0;NAS;17;seguridad;0;previo;0;
2853;0;;0;;;compania;0;tiempo;0;NAS;38;seguridad;0;previo;0;
2854;0;;0;;;compania;0;tiempo;0;NAS;20;seguridad;0;previo;0;
2867;0;;0;;;compania;85;tiempo;0;NAS;0;seguridad;0;previo;0;
2868;0;;0;;;compania;111;tiempo;0;NAS;0;seguridad;0;previo;0;
2868;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;3;
2871;0;;0;;;compania;10;tiempo;0;NAS;0;seguridad;0;previo;0;
2871;0;;0;;;compania;0;tiempo;0;NAS;6;seguridad;0;previo;0;
2871;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;5;
2881;0;;0;;;compania;25;tiempo;0;NAS;0;seguridad;0;previo;0;
2887;0;;0;;;compania;39;tiempo;0;NAS;0;seguridad;0;previo;0;
2891;0;;0;;;compania;50;tiempo;0;NAS;0;seguridad;0;previo;0;
2891;0;;0;;;compania;0;tiempo;0;NAS;7;seguridad;0;previo;0;
2894;0;;0;;;compania;4;tiempo;0;NAS;0;seguridad;0;previo;0;
2894;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;29;
2903;0;;0;;;compania;8;tiempo;0;NAS;0;seguridad;0;previo;0;
2903;0;;0;;;compania;0;tiempo;0;NAS;15;seguridad;0;previo;0;
2907;0;;0;;;compania;0;tiempo;0;NAS;19;seguridad;0;previo;0;
2909;0;;0;;;compania;25;tiempo;0;NAS;0;seguridad;0;previo;0;
2911;0;;0;;;compania;0;tiempo;25;NAS;0;seguridad;0;previo;0;
2911;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;18;
2919;0;;0;;;compania;0;tiempo;0;NAS;21;seguridad;0;previo;0;
2921;0;;0;;;compania;0;tiempo;0;NAS;16;seguridad;0;previo;0;
2922;0;;0;;;compania;22;tiempo;0;NAS;0;seguridad;0;previo;0;
2922;0;;0;;;compania;0;tiempo;0;NAS;28;seguridad;0;previo;0;
2925;1;Carrier;0;;;compania;;tiempo;;NAS;;seguridad;;previo;;
2934;0;;0;;;compania;0;tiempo;0;NAS;16;seguridad;0;previo;0;
2935;0;;0;;;compania;4;tiempo;0;NAS;0;seguridad;0;previo;0;
2935;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;35;
2938;0;;0;;;compania;0;tiempo;0;NAS;6;seguridad;0;previo;0;
2938;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;51;
2946;0;;0;;;compania;0;tiempo;0;NAS;19;seguridad;0;previo;0;
2946;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;15;
2949;0;;0;;;compania;116;tiempo;0;NAS;0;seguridad;0;previo;0;
2949;0;;0;;;compania;0;tiempo;0;NAS;6;seguridad;0;previo;0;
2952;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;26;
2953;0;;0;;;compania;0;tiempo;0;NAS;13;seguridad;0;previo;0;
2953;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;10;
2955;0;;0;;;compania;0;tiempo;0;NAS;20;seguridad;0;previo;0;
2958;0;;0;;;compania;4;tiempo;0;NAS;0;seguridad;0;previo;0;
2958;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;21;
2960;0;;0;;;compania;41;tiempo;0;NAS;0;seguridad;0;previo;0;
2960;0;;0;;;compania;0;tiempo;0;NAS;11;seguridad;0;previo;0;
2960;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;107;
2961;0;;0;;;compania;37;tiempo;0;NAS;0;seguridad;0;previo;0;
2964;0;;0;;;compania;17;tiempo;0;NAS;0;seguridad;0;previo;0;
2968;0;;0;;;compania;0;tiempo;0;NAS;21;seguridad;0;previo;0;
2969;0;;0;;;compania;0;tiempo;0;NAS;24;seguridad;0;previo;0;
2975;0;;0;;;compania;0;tiempo;0;NAS;15;seguridad;0;previo;0;
2976;0;;0;;;compania;0;tiempo;0;NAS;86;seguridad;0;previo;0;
2977;0;;0;;;compania;0;tiempo;0;NAS;63;seguridad;0;previo;0;
2983;0;;0;;;compania;0;tiempo;0;NAS;25;seguridad;0;previo;0;
2994;0;;0;;;compania;83;tiempo;0;NAS;0;seguridad;0;previo;0;
2995;0;;0;;;compania;20;tiempo;0;NAS;0;seguridad;0;previo;0;
2995;0;;0;;;compania;0;tiempo;0;NAS;8;seguridad;0;previo;0;
3003;0;;0;;;compania;0;tiempo;0;NAS;68;seguridad;0;previo;0;
3007;0;;0;;;compania;46;tiempo;0;NAS;0;seguridad;0;previo;0;
3007;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;4;
3013;0;;0;;;compania;70;tiempo;0;NAS;0;seguridad;0;previo;0;
3021;0;;0;;;compania;1;tiempo;0;NAS;0;seguridad;0;previo;0;
3021;0;;0;;;compania;0;tiempo;0;NAS;3;seguridad;0;previo;0;
3021;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;64;
3062;0;;0;;;compania;5;tiempo;0;NAS;0;seguridad;0;previo;0;
3062;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;19;
3064;0;;0;;;compania;0;tiempo;0;NAS;22;seguridad;0;previo;0;
3064;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;32;
3066;0;;0;;;compania;0;tiempo;0;NAS;52;seguridad;0;previo;0;
3066;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;9;
3067;0;;0;;;compania;0;tiempo;0;NAS;24;seguridad;0;previo;0;
3067;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;27;
3069;0;;0;;;compania;0;tiempo;0;NAS;52;seguridad;0;previo;0;
3070;0;;0;;;compania;0;tiempo;0;NAS;66;seguridad;0;previo;0;
3083;0;;0;;;compania;13;tiempo;0;NAS;0;seguridad;0;previo;0;
3083;0;;0;;;compania;0;tiempo;0;NAS;12;seguridad;0;previo;0;
3092;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;33;
3126;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;26;
3128;0;;0;;;compania;35;tiempo;0;NAS;0;seguridad;0;previo;0;
3130;0;;0;;;compania;0;tiempo;6;NAS;0;seguridad;0;previo;0;
3130;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;72;
3135;0;;0;;;compania;14;tiempo;0;NAS;0;seguridad;0;previo;0;
3135;0;;0;;;compania;0;tiempo;0;NAS;15;seguridad;0;previo;0;
3136;0;;0;;;compania;0;tiempo;0;NAS;46;seguridad;0;previo;0;
3137;0;;0;;;compania;0;tiempo;0;NAS;18;seguridad;0;previo;0;
3142;0;;0;;;compania;0;tiempo;0;NAS;28;seguridad;0;previo;0;
3155;0;;0;;;compania;75;tiempo;0;NAS;0;seguridad;0;previo;0;
3155;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;24;
3157;0;;0;;;compania;26;tiempo;0;NAS;0;seguridad;0;previo;0;
3171;0;;0;;;compania;0;tiempo;0;NAS;59;seguridad;0;previo;0;
3171;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;35;
3172;0;;0;;;compania;0;tiempo;0;NAS;61;seguridad;0;previo;0;
3173;0;;0;;;compania;54;tiempo;0;NAS;0;seguridad;0;previo;0;
3175;0;;0;;;compania;6;tiempo;0;NAS;0;seguridad;0;previo;0;
3175;0;;0;;;compania;0;tiempo;0;NAS;9;seguridad;0;previo;0;
3175;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;6;
3177;0;;0;;;compania;1;tiempo;0;NAS;0;seguridad;0;previo;0;
3177;0;;0;;;compania;0;tiempo;0;NAS;8;seguridad;0;previo;0;
3177;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;9;
3178;0;;0;;;compania;0;tiempo;0;NAS;21;seguridad;0;previo;0;
3179;0;;0;;;compania;0;tiempo;0;NAS;24;seguridad;0;previo;0;
3180;0;;0;;;compania;0;tiempo;0;NAS;69;seguridad;0;previo;0;
3189;0;;0;;;compania;0;tiempo;0;NAS;32;seguridad;0;previo;0;
3190;0;;0;;;compania;0;tiempo;0;NAS;24;seguridad;0;previo;0;
3190;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;2;
3192;0;;0;;;compania;0;tiempo;0;NAS;7;seguridad;0;previo;0;
3192;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;17;
3195;0;;0;;;compania;0;tiempo;0;NAS;13;seguridad;0;previo;0;
3195;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;29;
3196;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;18;
3197;0;;0;;;compania;0;tiempo;4;NAS;0;seguridad;0;previo;0;
3197;0;;0;;;compania;0;tiempo;0;NAS;18;seguridad;0;previo;0;
3197;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;19;
3198;0;;0;;;compania;8;tiempo;0;NAS;0;seguridad;0;previo;0;
3198;0;;0;;;compania;0;tiempo;0;NAS;30;seguridad;0;previo;0;
3198;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;7;
3199;0;;0;;;compania;8;tiempo;0;NAS;0;seguridad;0;previo;0;
3199;0;;0;;;compania;0;tiempo;0;NAS;14;seguridad;0;previo;0;
3202;0;;0;;;compania;0;tiempo;0;NAS;6;seguridad;0;previo;0;
3202;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;9;
3234;0;;0;;;compania;41;tiempo;0;NAS;0;seguridad;0;previo;0;
3234;0;;0;;;compania;0;tiempo;0;NAS;12;seguridad;0;previo;0;
3235;0;;0;;;compania;58;tiempo;0;NAS;0;seguridad;0;previo;0;
3235;0;;0;;;compania;0;tiempo;0;NAS;20;seguridad;0;previo;0;
3245;0;;0;;;compania;0;tiempo;0;NAS;34;seguridad;0;previo;0;
3265;0;;0;;;compania;0;tiempo;8;NAS;0;seguridad;0;previo;0;
3265;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;83;
3266;0;;0;;;compania;0;tiempo;0;NAS;3;seguridad;0;previo;0;
3266;0;;0;;;compania;0;tiempo;0;NAS;0;seguridad;0;previo;87;
3291;0;;0;;;compania;0;tiempo;0;NAS;15;seguridad;0;previo;0;
